,CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,OCCNO,SEATLOC,AGE,HEIGHT,WEIGHT,SEX,FETALMORT,ROLE,EYEWEAR,POSTURE,BELTUSE
877,6759,30,35,1-30-2017-035-02,2,1,1,11,55,183,89,1,8,1,9,99,4
878,6759,30,35,1-30-2017-035-02,2,2,1,11,23,163,94,2,8,1,0,0,4
879,6763,33,30,1-33-2017-030-09,9,1,1,11,39,183,122,1,8,1,0,0,4
880,6763,33,30,1-33-2017-030-09,9,1,2,13,12,155,42,2,8,2,0,0,4
881,6763,33,30,1-33-2017-030-09,9,1,3,23,11,109,21,2,8,2,0,98,3
882,6757,13,28,1-13-2017-028-04,4,2,1,11,64,183,98,1,8,1,0,0,4
883,6762,33,29,1-33-2017-029-10,10,1,1,11,69,185,88,1,8,1,1,0,4
884,6764,20,30,1-20-2017-030-03,3,1,1,11,30,175,109,1,8,1,0,0,4
885,6758,13,29,1-13-2017-029-06,6,1,1,11,80,183,86,1,8,1,0,0,4
886,6739,14,18,1-14-2017-018-04,4,2,1,11,24,163,82,2,8,1,1,0,4
887,6739,14,18,1-14-2017-018-04,4,2,2,13,26,155,84,2,8,2,0,0,4
888,6739,14,18,1-14-2017-018-04,4,3,1,11,24,183,88,1,8,1,1,0,4
889,6754,18,17,1-18-2017-017-09,9,1,1,11,16,165,68,2,8,1,0,0,0
890,6740,28,16,1-28-2017-016-04,4,1,1,11,30,180,82,1,8,1,0,0,4
891,6740,28,16,1-28-2017-016-04,4,1,2,13,31,168,56,2,8,2,0,0,4
892,6740,28,16,1-28-2017-016-04,4,1,3,23,1,77,11,1,8,2,0,10,0
893,6755,22,33,1-22-2017-033-04,4,1,1,11,62,999,999,2,8,1,9,99,4
894,6746,11,17,1-11-2017-017-01,1,1,1,11,60,183,98,1,8,1,9,99,99
895,6751,19,39,1-19-2017-039-10,10,2,1,11,17,175,86,1,8,1,0,0,4
896,6744,32,30,1-32-2017-030-06,6,1,1,11,79,155,84,2,8,1,1,0,4
897,6744,32,30,1-32-2017-030-06,6,2,1,11,17,173,86,2,8,1,0,99,4
898,6744,32,30,1-32-2017-030-06,6,2,2,13,18,178,54,2,8,2,1,99,4
899,6769,15,18,1-15-2017-018-06,6,1,1,11,22,183,85,1,8,1,3,0,4
900,6769,15,18,1-15-2017-018-06,6,1,2,13,21,178,82,1,8,2,0,0,4
901,6769,15,18,1-15-2017-018-06,6,1,3,21,21,152,52,2,8,2,0,0,0
902,6769,15,18,1-15-2017-018-06,6,1,4,22,21,165,61,2,8,2,0,0,0
903,6769,15,18,1-15-2017-018-06,6,1,5,23,24,157,50,2,8,2,0,0,0
904,6769,15,18,1-15-2017-018-06,6,2,1,11,31,188,109,1,8,1,0,0,4
905,6770,26,20,1-26-2017-020-09,9,1,1,11,65,163,61,2,8,1,1,0,4
906,6771,22,35,1-22-2017-035-09,9,2,1,11,64,185,163,1,8,1,9,0,4
907,6771,22,35,1-22-2017-035-09,9,2,2,13,62,168,54,2,8,2,0,0,4
908,6745,10,20,1-10-2017-020-03,3,2,1,11,59,157,113,2,8,1,1,0,4
909,6745,10,20,1-10-2017-020-03,3,2,2,13,55,178,84,1,8,2,0,0,0
910,6772,23,30,1-23-2017-030-09,9,1,1,11,20,178,100,1,8,1,0,0,4
911,6772,23,30,1-23-2017-030-09,9,1,2,13,23,183,113,1,8,2,0,6,0
912,6773,23,31,1-23-2017-031-03,3,1,1,11,16,999,999,1,8,1,9,99,4
913,6773,23,31,1-23-2017-031-03,3,2,1,11,73,175,102,1,8,1,1,0,4
914,6773,23,31,1-23-2017-031-03,3,1,2,13,49,999,999,2,8,2,9,99,4
915,6773,23,31,1-23-2017-031-03,3,1,3,23,13,999,999,2,8,2,9,99,4
916,6773,23,31,1-23-2017-031-03,3,2,2,13,72,160,96,2,8,2,1,0,4
917,6774,25,6,1-25-2017-006-06,6,1,1,11,22,999,999,2,8,1,9,99,0
918,6774,25,6,1-25-2017-006-06,6,2,1,11,19,185,91,1,8,1,0,0,4
919,6774,25,6,1-25-2017-006-06,6,2,2,13,25,185,91,1,8,2,0,0,4
920,6777,12,17,1-12-2017-017-06,6,1,1,11,58,191,138,1,8,1,0,0,4
921,6777,12,17,1-12-2017-017-06,6,2,1,11,48,175,93,1,8,1,0,0,4
922,6779,32,32,1-32-2017-032-03,3,1,1,11,53,168,100,2,8,1,1,99,4
923,6779,32,32,1-32-2017-032-03,3,1,2,13,33,178,79,2,8,2,9,99,4
924,6779,32,32,1-32-2017-032-03,3,2,1,11,16,173,66,2,8,1,0,0,4
925,6778,32,31,1-32-2017-031-07,7,2,1,11,23,170,92,1,8,1,3,0,4
926,6481,10,10,1-10-2017-010-02,2,2,1,11,40,999,999,1,8,1,9,99,99
927,6781,14,19,1-14-2017-019-02,2,1,1,11,84,170,54,2,8,1,0,0,4
928,6481,10,10,1-10-2017-010-02,2,3,1,11,50,999,999,1,8,1,9,99,99
929,6776,24,33,1-24-2017-033-09,9,1,1,11,55,175,80,1,8,1,9,99,4
930,6776,24,33,1-24-2017-033-09,9,3,1,11,60,183,108,1,8,1,0,0,4
931,6782,28,17,1-28-2017-017-06,6,1,1,11,24,183,100,1,8,1,1,7,4
932,6785,33,32,1-33-2017-032-03,3,1,1,11,74,163,70,2,8,1,1,0,4
933,6785,33,32,1-33-2017-032-03,3,2,1,11,33,168,83,1,8,1,1,98,4
934,6793,21,16,1-21-2017-016-09,9,1,1,11,60,170,73,1,8,1,0,0,4
935,6793,21,16,1-21-2017-016-09,9,2,1,11,23,175,73,1,8,1,1,98,4
936,6793,21,16,1-21-2017-016-09,9,1,2,13,52,152,81,2,8,2,0,0,4
937,6788,13,31,1-13-2017-031-07,7,1,1,11,20,170,84,1,8,1,0,0,4
938,6794,22,36,1-22-2017-036-01,1,1,1,11,55,178,84,1,8,1,0,99,4
939,6775,10,21,1-10-2017-021-10,10,1,1,11,26,999,999,1,8,1,9,99,4
940,6798,15,19,1-15-2017-019-06,6,2,1,11,23,999,999,2,8,1,9,99,4
941,6798,15,19,1-15-2017-019-06,6,2,2,13,60,999,999,2,8,2,9,99,4
942,6801,30,38,1-30-2017-038-06,6,1,1,11,18,999,999,1,8,1,9,99,99
943,6801,30,38,1-30-2017-038-06,6,2,1,11,27,153,64,2,8,1,1,0,4
944,6801,30,38,1-30-2017-038-06,6,2,2,23,8,129,27,2,8,2,0,10,14
945,6783,16,31,1-16-2017-031-09,9,2,1,11,48,165,86,2,8,1,0,0,4
946,6783,16,31,1-16-2017-031-09,9,2,2,13,54,170,59,2,8,2,0,0,4
947,6800,30,37,1-30-2017-037-03,3,1,1,11,20,150,56,2,8,1,1,0,4
948,6790,19,41,1-19-2017-041-01,1,1,1,11,75,999,999,1,8,1,9,99,0
949,6790,19,41,1-19-2017-041-01,1,1,2,13,71,999,999,2,8,2,9,99,0
950,6792,19,42,1-19-2017-042-03,3,1,1,11,16,155,60,2,8,1,0,0,4
951,6792,19,42,1-19-2017-042-03,3,2,1,11,47,168,73,2,8,1,0,0,4
952,6799,31,15,1-31-2017-015-03,3,1,1,11,22,180,82,1,8,1,0,99,99
953,6799,31,15,1-31-2017-015-03,3,2,1,11,52,180,84,1,8,1,0,0,4
954,6802,20,31,1-20-2017-031-06,6,2,1,11,65,155,64,2,8,1,1,0,4
955,6768,30,36,1-30-2017-036-04,4,1,1,11,38,185,88,1,8,1,0,0,4
956,6805,29,15,1-29-2017-015-04,4,3,1,11,64,155,109,2,8,1,1,0,4
957,6805,29,15,1-29-2017-015-04,4,1,1,11,22,170,54,2,8,1,0,0,4
958,6805,29,15,1-29-2017-015-04,4,2,1,11,32,178,107,1,8,1,0,0,4
959,6805,29,15,1-29-2017-015-04,4,2,2,13,32,178,54,2,8,2,0,0,4
960,6805,29,15,1-29-2017-015-04,4,4,1,11,34,157,64,1,8,1,0,0,4
961,6796,18,18,1-18-2017-018-03,3,1,1,11,20,170,68,2,8,1,0,0,0
962,6796,18,18,1-18-2017-018-03,3,2,1,11,55,166,63,2,8,1,0,0,4
963,6806,20,33,1-20-2017-033-08,8,1,1,11,77,163,54,2,8,1,9,99,4
964,6787,13,30,1-13-2017-030-02,2,1,1,11,24,183,113,1,8,1,0,0,4
965,6787,13,30,1-13-2017-030-02,2,2,1,11,35,160,145,2,8,1,9,99,4
966,6787,13,30,1-13-2017-030-02,2,3,1,11,39,999,999,1,8,1,9,99,4
967,6809,11,18,1-11-2017-018-02,2,2,1,11,56,160,77,2,8,1,9,99,4
968,6809,11,18,1-11-2017-018-02,2,1,1,11,51,168,80,1,8,1,0,0,4
969,6795,22,37,1-22-2017-037-03,3,2,1,11,76,170,91,1,8,1,0,0,0
970,6810,33,33,1-33-2017-033-09,9,1,1,11,41,186,100,1,8,1,9,99,4
971,6804,26,21,1-26-2017-021-03,3,1,1,11,61,185,84,1,8,1,0,0,4
972,6804,26,21,1-26-2017-021-03,3,2,1,11,72,180,75,1,8,1,1,0,4
973,6813,23,32,1-23-2017-032-03,3,1,1,11,33,168,64,1,8,1,0,0,4
974,6813,23,32,1-23-2017-032-03,3,2,1,11,22,152,46,2,8,1,0,0,4
975,6813,23,32,1-23-2017-032-03,3,2,2,13,19,157,999,2,8,2,0,0,4
976,6814,23,33,1-23-2017-033-10,10,1,1,11,28,165,61,2,8,1,0,0,4
977,6816,12,18,1-12-2017-018-05,5,1,1,11,27,165,76,1,8,1,9,99,4
978,6816,12,18,1-12-2017-018-05,5,1,2,21,6,121,29,1,8,2,9,10,15
979,6816,12,18,1-12-2017-018-05,5,1,3,23,7,134,38,1,8,2,9,10,14
980,6823,14,20,1-14-2017-020-02,2,1,1,11,25,178,86,1,8,1,0,0,4
981,6823,14,20,1-14-2017-020-02,2,2,1,11,78,173,63,2,8,1,1,99,4
982,6823,14,20,1-14-2017-020-02,2,2,2,13,79,178,94,2,8,2,0,99,4
983,6824,29,16,1-29-2017-016-03,3,1,1,11,23,160,68,2,8,1,0,0,4
984,6824,29,16,1-29-2017-016-03,3,1,2,13,31,175,73,1,8,2,0,0,4
985,6824,29,16,1-29-2017-016-03,3,1,3,23,25,175,73,1,8,2,0,0,4
986,6818,24,34,1-24-2017-034-07,7,1,1,11,29,152,48,2,8,1,3,0,4
987,6818,24,34,1-24-2017-034-07,7,2,1,11,75,175,77,1,8,1,0,0,4
988,6819,24,35,1-24-2017-035-06,6,1,1,11,17,175,82,1,8,1,0,0,4
989,6815,27,4,1-27-2017-004-06,6,1,1,11,21,152,90,2,8,1,0,99,4
990,6824,29,16,1-29-2017-016-03,3,2,1,11,24,173,73,1,8,1,0,0,4
991,6815,27,4,1-27-2017-004-06,6,2,1,11,61,165,82,2,8,1,1,0,4
992,6832,22,39,1-22-2017-039-09,9,1,1,11,24,175,91,2,8,1,3,0,4
993,6821,32,34,1-32-2017-034-03,3,3,1,11,43,999,999,2,8,1,9,99,4
994,6830,18,19,1-18-2017-019-08,8,1,1,11,16,158,52,2,8,1,0,0,4
995,6833,15,20,1-15-2017-020-03,3,1,1,11,17,170,75,1,8,1,0,99,4
996,6833,15,20,1-15-2017-020-03,3,2,1,11,63,173,116,1,8,1,1,0,4
997,6831,22,38,1-22-2017-038-02,2,1,1,11,67,168,84,2,8,1,1,0,4
998,6831,22,38,1-22-2017-038-02,2,1,2,13,71,178,137,1,8,2,1,0,4
999,6833,15,20,1-15-2017-020-03,3,1,2,13,46,173,73,2,8,2,0,99,4
1000,6829,21,17,1-21-2017-017-03,3,1,1,11,30,160,64,2,8,1,1,0,4
1001,6829,21,17,1-21-2017-017-03,3,1,2,13,30,173,109,1,8,2,1,0,4
1002,6829,21,17,1-21-2017-017-03,3,1,3,21,6,119,26,2,8,2,0,10,14
1003,6829,21,17,1-21-2017-017-03,3,2,1,11,27,163,64,2,8,1,0,0,4
1004,6838,30,39,1-30-2017-039-04,4,1,1,11,32,175,86,1,8,1,1,0,4
1005,6838,30,39,1-30-2017-039-04,4,2,1,11,16,173,79,1,8,1,0,0,4
1006,6838,30,39,1-30-2017-039-04,4,3,1,11,58,188,100,1,8,1,1,0,4
1007,6835,13,33,1-13-2017-033-02,2,1,1,11,76,175,91,1,8,1,1,0,4
1008,6835,13,33,1-13-2017-033-02,2,1,2,13,66,157,50,2,8,2,3,0,4
1009,6835,13,33,1-13-2017-033-02,2,2,1,11,25,173,161,2,8,1,1,0,4
1010,6835,13,33,1-13-2017-033-02,2,2,2,21,18,152,59,2,8,2,0,99,0
1011,6839,30,40,1-30-2017-040-09,9,2,1,11,22,165,68,2,8,1,0,0,4
1012,6827,31,16,1-31-2017-016-09,9,1,1,11,18,183,82,1,8,1,0,0,4
1013,6827,31,16,1-31-2017-016-09,9,2,1,11,19,158,59,2,8,1,9,0,4
1014,6837,33,35,1-33-2017-035-06,6,1,1,11,18,183,82,1,8,1,0,0,4
1015,6837,33,35,1-33-2017-035-06,6,2,1,11,22,170,68,2,8,1,0,0,4
1016,6836,33,34,1-33-2017-034-08,8,1,1,11,26,188,109,1,8,1,1,0,4
1017,6825,19,43,1-19-2017-043-02,2,1,1,11,17,168,73,2,8,1,9,99,4
1018,6825,19,43,1-19-2017-043-02,2,1,2,13,17,999,999,1,8,2,9,99,4
1019,6825,19,43,1-19-2017-043-02,2,2,1,11,24,999,999,1,8,1,9,99,99
1020,6826,19,44,1-19-2017-044-08,8,1,1,11,28,163,64,2,8,1,1,0,4
1021,6627,10,17,1-10-2017-017-03,3,1,2,23,1,56,9,2,8,2,0,10,13
1022,6844,11,19,1-11-2017-019-08,8,1,1,11,59,175,100,1,8,1,9,99,99
1023,6847,32,35,1-32-2017-035-01,1,1,1,11,65,178,93,1,8,1,0,99,4
1024,6768,30,36,1-30-2017-036-04,4,1,2,13,54,999,999,2,8,2,0,0,4
1025,6768,30,36,1-30-2017-036-04,4,1,3,21,27,999,999,1,8,2,0,0,4
1026,6768,30,36,1-30-2017-036-04,4,1,4,23,29,999,999,1,8,2,0,0,4
1027,6845,20,37,1-20-2017-037-04,4,1,1,11,25,186,102,1,8,1,9,0,4
1028,6481,10,10,1-10-2017-010-02,2,4,1,11,41,999,999,2,8,1,9,99,99
1029,6845,20,37,1-20-2017-037-04,4,2,1,11,48,999,999,2,8,1,0,0,4
1030,6822,16,32,1-16-2017-032-07,7,2,1,11,27,999,999,1,8,1,9,99,4
1031,6846,26,22,1-26-2017-022-03,3,1,1,11,23,165,93,1,8,1,0,0,4
1032,6821,32,34,1-32-2017-034-03,3,1,1,11,33,185,91,1,8,1,9,99,4
1033,6821,32,34,1-32-2017-034-03,3,2,1,11,22,999,999,1,8,1,9,99,4
1034,6627,10,17,1-10-2017-017-03,3,2,2,21,1,74,14,2,8,2,0,10,14
1035,6627,10,17,1-10-2017-017-03,3,2,3,22,7,122,32,2,8,2,0,0,4
1036,6627,10,17,1-10-2017-017-03,3,2,4,23,1,74,14,2,8,2,0,10,14
1037,6849,13,34,1-13-2017-034-09,9,1,1,11,76,170,91,1,8,1,1,0,4
1038,6849,13,34,1-13-2017-034-09,9,2,1,11,28,173,68,1,8,1,9,99,4
1039,6849,13,34,1-13-2017-034-09,9,2,2,23,4,999,999,2,8,2,9,10,0
1040,6150,10,1,1-10-2017-001-09,9,1,3,21,2,999,999,2,8,2,9,10,99
1041,6150,10,1,1-10-2017-001-09,9,1,4,31,2,999,999,1,8,2,9,10,99
1042,6150,10,1,1-10-2017-001-09,9,1,5,32,27,999,999,2,8,2,9,99,99
1043,6811,28,18,1-28-2017-018-06,6,1,1,11,51,160,54,2,8,1,3,0,4
1044,6706,11,16,1-11-2017-016-05,5,1,1,11,68,999,999,1,8,1,9,99,99
1045,6706,11,16,1-11-2017-016-05,5,2,1,11,35,999,999,2,8,1,9,99,4
1046,6856,23,34,1-23-2017-034-02,2,1,1,11,62,999,999,2,8,1,9,99,4
1047,6856,23,34,1-23-2017-034-02,2,2,1,11,18,152,52,2,8,1,0,0,4
1048,6857,23,35,1-23-2017-035-07,7,1,1,11,17,999,999,1,8,1,9,99,99
1049,6858,24,36,1-24-2017-036-08,8,1,1,11,64,183,89,1,8,1,0,0,4
1050,6858,24,36,1-24-2017-036-08,8,1,2,13,15,173,79,1,8,2,0,0,4
1051,6858,24,36,1-24-2017-036-08,8,2,1,11,79,999,999,2,8,1,9,99,0
1052,6859,24,37,1-24-2017-037-07,7,1,1,11,29,999,999,1,8,1,9,99,99
1053,6862,14,21,1-14-2017-021-07,7,1,1,11,36,183,91,1,8,1,1,0,4
1054,6862,14,21,1-14-2017-021-07,7,2,1,11,38,173,121,1,8,1,0,0,4
1055,6860,32,36,1-32-2017-036-03,3,1,1,11,33,168,44,2,8,1,0,0,4
1056,6860,32,36,1-32-2017-036-03,3,2,1,11,24,999,91,2,8,1,9,99,0
1057,6749,17,21,1-17-2017-021-07,7,1,1,11,999,999,999,9,8,1,9,99,99
1058,6863,12,19,1-12-2017-019-08,8,2,1,11,37,183,98,1,8,1,0,0,4
1059,6863,12,19,1-12-2017-019-08,8,2,2,13,36,170,64,2,8,2,0,4,0
1060,6150,10,1,1-10-2017-001-09,9,1,6,33,4,999,999,1,8,2,9,10,99
1061,6872,33,36,1-33-2017-036-01,1,1,1,11,21,180,86,1,8,1,0,99,0
1062,6875,22,41,1-22-2017-041-08,8,1,1,11,32,178,91,1,8,1,0,99,4
1063,6880,30,42,1-30-2017-042-03,3,1,1,11,35,175,73,2,8,1,1,0,4
1064,6881,13,35,1-13-2017-035-05,5,1,1,11,31,183,86,1,8,1,3,0,4
1065,6874,22,40,1-22-2017-040-07,7,1,1,11,76,170,64,2,8,1,1,0,4
1066,6882,13,36,1-13-2017-036-03,3,1,1,11,16,160,45,2,8,1,1,0,4
1067,6874,22,40,1-22-2017-040-07,7,2,1,11,60,157,82,2,8,1,1,0,4
1068,6882,13,36,1-13-2017-036-03,3,2,1,11,33,999,999,1,8,1,9,99,0
1069,6882,13,36,1-13-2017-036-03,3,2,2,13,13,999,999,1,8,2,9,99,4
1070,6882,13,36,1-13-2017-036-03,3,2,3,23,8,999,999,2,8,2,9,99,4
1071,6876,21,18,1-21-2017-018-03,3,1,1,11,25,160,91,2,8,1,9,0,4
1072,6883,16,34,1-16-2017-034-04,4,1,1,11,65,999,999,2,8,1,9,99,4
1073,6876,21,18,1-21-2017-018-03,3,2,1,11,35,185,75,1,8,1,9,0,4
1074,6876,21,18,1-21-2017-018-03,3,3,1,11,51,180,100,1,8,1,9,0,4
1075,6878,20,39,1-20-2017-039-06,6,1,1,11,30,168,104,1,8,1,9,99,4
1076,6879,30,41,1-30-2017-041-03,3,1,1,11,18,157,73,2,8,1,1,0,4
1077,6879,30,41,1-30-2017-041-03,3,1,2,23,2,91,10,1,8,2,0,10,0
1078,6879,30,41,1-30-2017-041-03,3,2,1,11,28,999,999,2,8,1,9,99,99
1079,6874,22,40,1-22-2017-040-07,7,2,2,13,59,157,50,2,8,2,1,0,4
1080,6878,20,39,1-20-2017-039-06,6,1,2,13,30,999,999,2,8,2,9,99,4
1081,6878,20,39,1-20-2017-039-06,6,1,3,21,8,999,999,2,8,2,9,10,14
1082,6878,20,39,1-20-2017-039-06,6,1,4,23,4,999,999,1,8,2,9,10,14
1083,6878,20,39,1-20-2017-039-06,6,2,1,11,15,147,47,2,8,1,3,0,4
1084,6878,20,39,1-20-2017-039-06,6,2,2,13,15,163,54,2,8,2,0,0,4
1085,6877,20,38,1-20-2017-038-08,8,1,1,11,19,170,86,2,8,1,9,99,0
1086,6887,15,21,1-15-2017-021-05,5,1,1,11,63,155,68,2,8,1,1,0,4
1087,6888,18,21,1-18-2017-021-09,9,1,1,11,81,175,147,1,8,1,1,0,4
1088,6888,18,21,1-18-2017-021-09,9,1,2,13,78,157,68,2,8,2,1,0,4
1089,6861,32,37,1-32-2017-037-06,6,1,1,11,28,170,70,2,8,1,0,0,4
1090,6855,28,19,1-28-2017-019-06,6,1,1,11,19,158,48,2,8,1,0,0,4
1091,6885,26,23,1-26-2017-023-03,3,2,1,11,49,175,100,1,8,1,9,99,99
1092,6867,19,45,1-19-2017-045-02,2,1,1,11,21,170,66,1,8,1,0,99,0
1093,6890,31,18,1-31-2017-018-04,4,1,1,11,78,165,59,2,8,1,0,0,4
1094,6870,17,24,1-17-2017-024-04,4,1,1,11,51,183,90,1,8,1,0,0,0
1095,6812,17,23,1-17-2017-023-09,9,1,1,11,63,152,65,2,8,1,1,99,4
1096,6870,17,24,1-17-2017-024-04,4,2,1,11,17,170,101,2,8,1,1,0,4
1097,6865,29,17,1-29-2017-017-02,2,2,1,11,33,157,64,2,8,1,0,0,0
1098,6865,29,17,1-29-2017-017-02,2,2,2,21,6,135,45,2,8,2,0,10,14
1099,6894,23,36,1-23-2017-036-09,9,1,1,11,21,999,999,1,8,1,9,99,99
1100,6895,23,37,1-23-2017-037-02,2,2,1,11,67,191,132,1,8,1,0,0,4
1101,6898,32,38,1-32-2017-038-05,5,1,1,11,69,183,88,1,8,1,1,0,0
1102,6898,32,38,1-32-2017-038-05,5,2,1,11,63,188,103,1,8,1,1,0,4
1103,6900,14,22,1-14-2017-022-03,3,1,1,11,52,160,85,2,8,1,1,99,4
1104,6896,24,38,1-24-2017-038-03,3,1,1,11,73,999,999,1,8,1,9,99,4
1105,6900,14,22,1-14-2017-022-03,3,1,2,13,16,155,82,2,8,2,9,99,4
1106,6896,24,38,1-24-2017-038-03,3,1,2,13,52,999,999,1,8,2,9,99,4
1107,6900,14,22,1-14-2017-022-03,3,1,3,21,10,150,36,2,8,2,9,99,4
1108,6896,24,38,1-24-2017-038-03,3,1,3,23,35,999,999,1,8,2,9,99,0
1109,6900,14,22,1-14-2017-022-03,3,1,4,22,11,150,36,2,8,2,0,99,4
1110,6896,24,38,1-24-2017-038-03,3,2,1,11,31,155,59,2,8,1,1,0,4
1111,6896,24,38,1-24-2017-038-03,3,2,2,13,22,165,54,2,8,2,0,0,4
1112,6900,14,22,1-14-2017-022-03,3,1,5,23,13,152,54,2,8,2,0,99,4
1113,6900,14,22,1-14-2017-022-03,3,1,6,32,15,163,64,2,8,2,0,2,0
1114,6902,31,19,1-31-2017-019-04,4,1,1,11,29,175,104,1,8,1,0,0,4
1115,6902,31,19,1-31-2017-019-04,4,1,2,13,37,142,118,2,8,2,1,99,4
1116,6902,31,19,1-31-2017-019-04,4,1,3,21,28,183,86,1,8,2,1,99,4
1117,6902,31,19,1-31-2017-019-04,4,1,4,23,15,142,86,2,8,2,1,99,4
1118,6901,29,18,1-29-2017-018-06,6,1,1,11,18,163,73,1,8,1,0,0,4
1119,6901,29,18,1-29-2017-018-06,6,1,2,13,18,175,57,2,8,2,1,0,4
1120,6868,19,46,1-19-2017-046-05,5,1,1,11,28,183,79,1,8,1,1,0,4
1121,6912,18,22,1-18-2017-022-07,7,2,1,11,28,175,68,1,8,1,0,0,4
1122,6912,18,22,1-18-2017-022-07,7,2,2,13,47,175,82,1,8,2,0,0,4
1123,6906,13,37,1-13-2017-037-03,3,1,1,11,19,170,104,2,8,1,3,0,4
1124,6908,16,35,1-16-2017-035-04,4,1,1,11,49,155,89,2,8,1,1,0,99
1125,6906,13,37,1-13-2017-037-03,3,2,1,11,28,175,102,2,8,1,0,0,4
1126,6837,33,35,1-33-2017-035-06,6,1,2,13,21,180,91,2,8,2,0,0,0
1127,6916,30,44,1-30-2017-044-03,3,1,1,11,31,999,999,1,8,1,9,99,4
1128,6907,13,38,1-13-2017-038-03,3,1,1,11,24,175,63,1,8,1,0,99,99
1129,6920,22,44,1-22-2017-044-08,8,1,1,11,42,180,81,1,8,1,0,0,4
1130,6909,21,19,1-21-2017-019-04,4,2,1,11,33,163,77,2,8,1,9,99,99
1131,6920,22,44,1-22-2017-044-08,8,1,2,13,34,193,136,1,8,2,3,0,0
1132,6920,22,44,1-22-2017-044-08,8,1,3,21,23,165,59,2,8,2,1,2,0
1133,6927,33,37,1-33-2017-037-03,3,1,1,11,63,999,999,2,8,1,9,99,99
1134,6927,33,37,1-33-2017-037-03,3,1,2,13,64,999,45,2,8,2,9,99,99
1135,6927,33,37,1-33-2017-037-03,3,2,1,11,67,175,82,1,8,1,1,0,4
1136,6927,33,37,1-33-2017-037-03,3,2,2,13,85,185,73,1,8,2,0,0,4
1137,6927,33,37,1-33-2017-037-03,3,2,3,21,78,163,66,2,8,2,0,0,4
1138,6927,33,37,1-33-2017-037-03,3,2,4,23,66,170,66,2,8,2,1,0,4
1139,6923,20,42,1-20-2017-042-01,1,1,1,11,41,168,55,2,8,1,9,99,0
1140,6926,30,45,1-30-2017-045-10,10,1,1,11,39,999,999,1,8,1,9,99,99
1141,6914,33,38,1-33-2017-038-03,3,2,1,11,29,173,82,1,8,1,1,0,4
1142,6914,33,38,1-33-2017-038-03,3,2,2,13,26,165,73,2,8,2,0,0,4
1143,6914,33,38,1-33-2017-038-03,3,2,3,21,29,173,86,1,8,2,0,0,4
1144,6892,10,23,1-10-2017-023-09,9,2,1,11,33,168,50,2,8,1,0,0,4
1145,6893,28,20,1-28-2017-020-03,3,1,1,11,70,163,75,2,8,1,1,98,4
1146,6922,15,22,1-15-2017-022-04,4,1,1,11,27,999,999,2,8,1,9,99,4
1147,6929,24,40,1-24-2017-040-03,3,2,1,11,43,163,61,2,8,1,0,98,4
1148,6929,24,40,1-24-2017-040-03,3,1,1,11,17,165,57,2,8,1,0,0,4
1149,6929,24,40,1-24-2017-040-03,3,1,2,13,17,173,59,2,8,2,9,0,4
1150,6925,22,45,1-22-2017-045-07,7,1,1,11,58,155,84,2,8,1,1,7,4
1151,6904,19,48,1-19-2017-048-01,1,1,1,11,45,180,108,1,8,1,0,0,0
1152,6917,12,20,1-12-2017-020-06,6,2,1,11,50,168,66,2,8,1,1,0,4
1153,6917,12,20,1-12-2017-020-06,6,2,2,13,63,155,59,2,8,2,0,4,4
1154,6917,12,20,1-12-2017-020-06,6,1,1,11,26,178,95,1,8,1,0,0,0
1155,6917,12,20,1-12-2017-020-06,6,1,2,23,2,91,16,1,8,2,0,10,14
1156,6931,26,25,1-26-2017-025-04,4,1,1,11,22,155,73,1,8,1,9,99,99
1157,6931,26,25,1-26-2017-025-04,4,1,2,13,23,999,999,2,8,2,9,99,99
1158,6928,19,49,1-19-2017-049-03,3,1,1,11,22,160,50,2,8,1,1,0,0
1159,6931,26,25,1-26-2017-025-04,4,2,1,11,30,180,91,1,8,1,0,0,0
1160,6931,26,25,1-26-2017-025-04,4,2,2,13,32,163,73,2,8,2,0,0,4
1161,6931,26,25,1-26-2017-025-04,4,2,3,21,12,152,999,2,8,2,0,0,4
1162,6931,26,25,1-26-2017-025-04,4,2,4,22,7,109,999,2,8,2,0,0,4
1163,6931,26,25,1-26-2017-025-04,4,2,5,23,10,122,999,2,8,2,0,0,4
1164,6931,26,25,1-26-2017-025-04,4,3,1,11,23,180,92,1,8,1,0,0,4
1165,6789,17,22,1-17-2017-022-05,5,1,1,11,23,175,91,1,8,1,1,99,4
1166,6745,10,20,1-10-2017-020-03,3,1,1,11,63,999,999,2,8,1,9,99,4
1167,6936,14,23,1-14-2017-023-02,2,1,1,11,27,999,999,2,8,1,9,99,4
1168,6936,14,23,1-14-2017-023-02,2,1,2,13,31,155,63,2,8,2,9,99,0
1169,6936,14,23,1-14-2017-023-02,2,2,1,11,47,160,72,2,8,1,0,0,4
1170,6940,32,41,1-32-2017-041-04,4,1,1,11,57,180,122,1,8,1,0,0,4
1171,6940,32,41,1-32-2017-041-04,4,2,1,11,30,180,75,1,8,1,0,0,4
1172,6941,23,38,1-23-2017-038-03,3,2,1,11,78,173,88,1,8,1,1,0,4
1173,6941,23,38,1-23-2017-038-03,3,2,2,13,75,157,67,2,8,2,1,0,4
1174,6935,23,39,1-23-2017-039-03,3,1,1,11,33,178,113,1,8,1,1,0,4
