CASEID,PSU,CASENO,CASENUMBER,CATEGORY,EVENTNO,VEHNUM,CLASS1,GAD1,CLASS2,GAD2
30475,21,59,1-21-2023-059-03,3,1,1,14,F,0,0
30475,21,59,1-21-2023-059-03,3,2,1,14,T,0,N
30612,21,64,1-21-2023-064-01,1,1,1,15,L,0,N
30612,21,64,1-21-2023-064-01,1,2,1,15,T,0,0
30804,21,69,1-21-2023-069-04,4,1,1,14,F,4,L
30804,21,69,1-21-2023-069-04,4,2,2,4,F,0,0
30804,21,69,1-21-2023-069-04,4,4,2,4,T,0,0
30804,21,69,1-21-2023-069-04,4,3,2,4,T,0,N
30904,21,70,1-21-2023-070-03,3,1,1,4,F,0,0
30904,21,70,1-21-2023-070-03,3,2,1,4,F,0,0
30904,21,70,1-21-2023-070-03,3,5,1,4,R,0,0
30904,21,70,1-21-2023-070-03,3,3,1,4,F,0,0
30904,21,70,1-21-2023-070-03,3,4,1,4,F,0,0
30904,21,70,1-21-2023-070-03,3,6,1,4,T,0,0
31296,21,86,1-21-2023-086-03,3,1,1,5,T,0,N
31296,21,86,1-21-2023-086-03,3,2,1,5,L,0,0
31359,21,88,1-21-2023-088-01,1,1,1,2,F,0,0
31359,21,88,1-21-2023-088-01,1,2,1,2,T,0,N
31359,21,88,1-21-2023-088-01,1,3,1,2,9,0,0
31594,21,95,1-21-2023-095-03,3,1,1,4,T,0,N
32710,21,123,1-21-2023-123-08,8,1,1,14,F,0,0
32710,21,123,1-21-2023-123-08,8,2,1,14,R,0,0
32710,21,123,1-21-2023-123-08,8,3,1,14,R,0,N
32710,21,123,1-21-2023-123-08,8,4,1,14,B,0,0
32710,21,123,1-21-2023-123-08,8,5,1,14,B,0,0
32859,21,129,1-21-2023-129-06,6,1,1,3,F,0,0
32859,21,129,1-21-2023-129-06,6,2,1,3,B,0,0
28368,29,3,1-29-2023-003-09,9,1,1,3,F,0,0
28368,29,3,1-29-2023-003-09,9,2,1,3,F,0,0
28368,29,3,1-29-2023-003-09,9,3,1,3,F,0,0
28368,29,3,1-29-2023-003-09,9,4,1,3,F,0,0
29006,29,13,1-29-2023-013-03,3,1,1,14,F,14,L
29006,29,13,1-29-2023-013-03,3,4,2,14,F,0,0
29006,29,13,1-29-2023-013-03,3,2,2,14,F,0,0
29006,29,13,1-29-2023-013-03,3,3,2,14,F,0,0
30637,59,82,1-59-2023-082-04,4,1,1,14,F,14,B
30637,59,82,1-59-2023-082-04,4,2,2,14,F,1,B
30273,10,95,1-10-2023-095-03,3,1,1,5,F,31,B
30273,10,95,1-10-2023-095-03,3,2,2,31,F,3,B
30273,10,95,1-10-2023-095-03,3,3,3,3,L,3,R
30273,10,95,1-10-2023-095-03,3,4,1,5,F,15,R
30276,28,44,1-28-2023-044-07,7,1,1,4,F,0,0
30276,28,44,1-28-2023-044-07,7,2,1,4,L,0,0
30278,13,81,1-13-2023-081-07,7,1,1,15,L,14,R
30279,18,46,1-18-2023-046-04,4,1,1,31,F,3,L
30284,32,87,1-32-2023-087-01,1,1,1,5,F,3,B
30284,32,87,1-32-2023-087-01,1,2,1,5,L,0,0
30284,32,87,1-32-2023-087-01,1,3,2,3,L,0,0
30287,48,44,1-48-2023-044-07,7,1,1,4,F,3,B
30290,31,50,1-31-2023-050-07,7,1,1,31,F,0,0
30292,27,55,1-27-2023-055-03,3,1,1,31,F,0,0
30292,27,55,1-27-2023-055-03,3,2,1,31,F,0,0
30292,27,55,1-27-2023-055-03,3,3,1,31,F,0,0
30293,54,43,1-54-2023-043-08,8,1,1,3,F,0,0
30296,12,54,1-12-2023-054-07,7,1,1,2,F,31,B
30298,12,56,1-12-2023-056-06,6,1,1,60,L,14,F
30298,12,56,1-12-2023-056-06,6,2,2,14,L,0,N
30299,59,70,1-59-2023-070-08,8,1,1,4,F,0,0
30299,59,70,1-59-2023-070-08,8,2,1,4,L,0,0
30301,59,72,1-59-2023-072-09,9,1,1,3,F,20,F
30304,54,45,1-54-2023-045-07,7,1,1,5,R,14,L
30307,19,84,1-19-2023-084-09,9,1,1,16,F,31,L
30310,33,43,1-33-2023-043-06,6,1,1,4,F,3,F
30310,33,43,1-33-2023-043-06,6,2,1,4,F,0,0
30312,17,79,1-17-2023-079-07,7,1,1,4,F,0,0
31241,13,106,1-13-2023-106-06,6,1,1,2,F,31,B
31241,13,106,1-13-2023-106-06,6,2,2,31,F,2,R
31613,13,115,1-13-2023-115-09,9,1,1,20,F,31,B
31430,13,108,1-13-2023-108-07,7,1,1,60,R,5,F
31510,13,112,1-13-2023-112-07,7,1,1,4,R,31,L
2300248,30,182,1-30-2023-182-04,4,3,2,30,R,0,0
2300248,30,182,1-30-2023-182-04,4,4,2,30,L,0,0
2300248,30,182,1-30-2023-182-04,4,5,2,30,L,0,0
2300248,30,182,1-30-2023-182-04,4,2,1,4,R,30,L
2300199,30,180,1-30-2023-180-02,2,1,1,3,R,3,F
2300199,30,180,1-30-2023-180-02,2,2,1,3,R,3,F
28428,32,4,1-32-2023-004-02,2,1,1,99,F,3,B
28428,32,4,1-32-2023-004-02,2,2,2,3,F,0,0
28428,32,4,1-32-2023-004-02,2,3,1,99,F,3,L
29916,30,43,1-30-2023-043-03,3,1,1,5,F,3,L
30022,30,46,1-30-2023-046-03,3,1,2,3,L,3,R
30022,30,46,1-30-2023-046-03,3,2,1,4,F,3,R
30022,30,46,1-30-2023-046-03,3,3,1,4,L,0,0
30122,30,52,1-30-2023-052-03,3,1,1,31,F,4,F
30122,30,52,1-30-2023-052-03,3,2,1,31,F,31,F
30328,30,60,1-30-2023-060-03,3,1,1,2,L,14,F
30437,30,64,1-30-2023-064-02,2,1,1,31,F,20,F
30617,30,73,1-30-2023-073-03,3,1,1,4,F,14,F
31699,13,118,1-13-2023-118-05,5,1,1,68,R,31,L
31699,13,118,1-13-2023-118-05,5,2,2,31,F,0,0
31791,13,121,1-13-2023-121-05,5,1,1,15,F,0,0
2300184,52,126,1-52-2023-126-06,6,1,1,14,R,15,F
2300184,52,126,1-52-2023-126-06,6,2,1,14,N,0,N
2300267,52,128,1-52-2023-128-09,9,1,1,31,R,0,0
2300267,52,128,1-52-2023-128-09,9,2,1,31,R,0,0
28359,76,3,1-76-2023-003-07,7,1,1,4,F,0,0
28359,76,3,1-76-2023-003-07,7,2,1,4,R,0,0
29333,13,41,1-13-2023-041-07,7,1,1,14,R,4,L
29334,13,42,1-13-2023-042-07,7,2,1,4,F,0,0
29334,13,42,1-13-2023-042-07,7,3,1,4,R,0,0
29334,13,42,1-13-2023-042-07,7,4,1,4,F,0,0
29334,13,42,1-13-2023-042-07,7,5,1,4,F,0,0
29334,13,42,1-13-2023-042-07,7,1,1,4,R,0,0
28622,76,11,1-76-2023-011-04,4,1,1,15,F,0,0
28817,76,13,1-76-2023-013-10,10,1,1,14,F,0,0
28817,76,13,1-76-2023-013-10,10,2,1,14,F,0,0
28545,76,7,1-76-2023-007-07,7,1,1,5,F,0,0
28960,76,17,1-76-2023-017-10,10,1,1,4,F,0,0
28960,76,17,1-76-2023-017-10,10,9,1,4,F,0,0
28960,76,17,1-76-2023-017-10,10,8,1,4,F,0,0
28960,76,17,1-76-2023-017-10,10,10,1,4,F,0,0
28960,76,17,1-76-2023-017-10,10,2,1,4,R,0,0
28960,76,17,1-76-2023-017-10,10,3,1,4,R,0,0
28960,76,17,1-76-2023-017-10,10,4,1,4,L,0,0
28960,76,17,1-76-2023-017-10,10,5,1,4,R,0,0
28960,76,17,1-76-2023-017-10,10,6,1,4,R,0,0
28960,76,17,1-76-2023-017-10,10,7,1,4,L,0,0
29455,76,29,1-76-2023-029-07,7,1,1,31,L,0,0
29455,76,29,1-76-2023-029-07,7,2,1,31,F,0,0
29455,76,29,1-76-2023-029-07,7,3,1,31,L,0,0
29275,76,24,1-76-2023-024-07,7,1,1,4,F,0,0
29449,76,28,1-76-2023-028-09,9,1,1,2,F,0,0
29449,76,28,1-76-2023-028-09,9,2,1,2,9,0,0
29449,76,28,1-76-2023-028-09,9,3,1,2,F,0,0
29449,76,28,1-76-2023-028-09,9,4,1,2,T,0,N
29449,76,28,1-76-2023-028-09,9,5,1,2,9,0,0
29449,76,28,1-76-2023-028-09,9,6,1,2,9,0,0
29449,76,28,1-76-2023-028-09,9,7,1,2,9,0,0
29369,76,25,1-76-2023-025-09,9,1,1,3,F,0,0
29369,76,25,1-76-2023-025-09,9,2,1,3,L,0,0
29787,76,36,1-76-2023-036-09,9,1,1,60,F,14,F
29787,76,36,1-76-2023-036-09,9,2,1,60,F,0,0
29787,76,36,1-76-2023-036-09,9,3,1,60,F,0,0
29787,76,36,1-76-2023-036-09,9,4,1,60,F,0,0
30394,76,54,1-76-2023-054-10,10,1,1,30,F,0,0
30394,76,54,1-76-2023-054-10,10,3,1,30,L,0,N
30394,76,54,1-76-2023-054-10,10,2,1,30,9,0,0
32581,59,159,1-59-2023-159-04,4,1,1,4,F,20,R
32581,59,159,1-59-2023-159-04,4,2,1,4,L,20,R
32657,15,233,1-15-2023-233-09,9,1,1,67,F,14,B
32660,66,102,1-66-2023-102-10,10,1,2,3,F,14,F
32665,20,126,1-20-2023-126-10,10,1,1,4,F,0,0
32669,76,127,1-76-2023-127-07,7,1,1,1,9,4,F
28848,13,24,1-13-2023-024-03,3,1,1,4,F,0,0
29040,13,30,1-13-2023-030-07,7,1,1,5,R,4,L
30720,30,78,1-30-2023-078-03,3,1,1,60,R,15,F
30720,30,78,1-30-2023-078-03,3,2,1,60,F,0,0
30720,30,78,1-30-2023-078-03,3,3,1,60,R,0,0
30915,30,87,1-30-2023-087-07,7,1,1,14,R,68,L
31112,30,96,1-30-2023-096-03,3,1,1,14,F,4,R
31112,30,96,1-30-2023-096-03,3,2,1,14,F,4,L
31112,30,96,1-30-2023-096-03,3,3,1,14,9,0,N
31204,30,101,1-30-2023-101-05,5,1,1,4,F,0,0
31204,30,101,1-30-2023-101-05,5,2,1,4,F,0,0
31393,30,111,1-30-2023-111-03,3,1,1,4,F,4,F
31393,30,111,1-30-2023-111-03,3,2,2,4,F,0,0
31499,30,116,1-30-2023-116-06,6,1,1,3,F,4,F
28749,11,18,1-11-2023-018-04,4,1,1,31,F,0,0
28749,11,18,1-11-2023-018-04,4,2,1,31,R,0,0
28852,11,20,1-11-2023-020-04,4,1,1,14,F,2,B
28852,11,20,1-11-2023-020-04,4,2,2,2,F,3,B
28852,11,20,1-11-2023-020-04,4,3,2,2,F,2,B
28852,11,20,1-11-2023-020-04,4,4,3,3,F,14,B
29038,11,24,1-11-2023-024-04,4,1,1,4,F,31,B
29038,11,24,1-11-2023-024-04,4,2,2,31,F,5,B
29038,11,24,1-11-2023-024-04,4,3,3,5,F,1,B
29038,11,24,1-11-2023-024-04,4,4,4,1,F,20,B
28596,10,19,1-10-2023-019-06,6,1,1,3,F,0,0
28596,10,19,1-10-2023-019-06,6,2,1,3,F,0,0
30391,10,98,1-10-2023-098-06,6,1,1,31,L,15,F
32411,20,117,1-20-2023-117-09,9,1,1,5,L,4,F
32413,17,167,1-17-2023-167-06,6,1,1,14,T,0,N
32416,33,84,1-33-2023-084-03,3,1,1,3,F,4,B
32417,12,118,1-12-2023-118-10,10,2,1,31,F,0,0
32417,12,118,1-12-2023-118-10,10,1,1,31,F,0,0
32419,11,89,1-11-2023-089-03,3,1,1,2,F,14,F
32419,11,89,1-11-2023-089-03,3,2,2,14,F,0,0
32419,11,89,1-11-2023-089-03,3,3,2,14,R,0,0
32420,11,90,1-11-2023-090-06,6,1,1,3,R,3,F
32422,13,141,1-13-2023-141-04,4,1,1,9,F,31,R
2300034,13,153,1-13-2023-153-02,2,1,2,2,R,9,9
2300034,13,153,1-13-2023-153-02,2,2,2,2,F,0,0
2300037,52,123,1-52-2023-123-09,9,1,1,31,F,3,L
2300040,48,127,1-48-2023-127-04,4,1,1,14,F,0,0
29040,13,30,1-13-2023-030-07,7,2,2,4,F,0,0
29040,13,30,1-13-2023-030-07,7,3,2,4,R,0,0
29143,13,35,1-13-2023-035-06,6,1,1,14,R,9,L
29143,13,35,1-13-2023-035-06,6,2,1,14,R,4,L
29143,13,35,1-13-2023-035-06,6,3,1,14,F,0,0
29223,13,38,1-13-2023-038-01,1,1,1,14,F,0,0
29335,13,43,1-13-2023-043-09,9,1,1,14,F,3,R
29406,13,47,1-13-2023-047-02,2,1,1,3,F,19,R
29406,13,47,1-13-2023-047-02,2,2,2,19,T,0,N
29498,13,52,1-13-2023-052-07,7,1,1,4,R,4,L
29310,11,30,1-11-2023-030-03,3,1,1,15,9,0,0
29582,11,34,1-11-2023-034-02,2,1,1,31,F,0,0
29582,11,34,1-11-2023-034-02,2,2,1,31,R,0,0
29931,11,39,1-11-2023-039-01,1,1,1,1,T,0,N
30028,11,41,1-11-2023-041-10,10,1,1,1,F,31,B
30160,11,43,1-11-2023-043-08,8,1,1,3,B,48,F
30160,11,43,1-11-2023-043-08,8,2,1,3,B,0,0
30160,11,43,1-11-2023-043-08,8,3,1,3,F,0,0
29584,13,54,1-13-2023-054-04,4,6,1,4,F,0,0
29584,13,54,1-13-2023-054-04,4,2,1,4,T,0,0
29584,13,54,1-13-2023-054-04,4,1,1,4,F,0,0
29584,13,54,1-13-2023-054-04,4,3,1,4,F,0,0
29584,13,54,1-13-2023-054-04,4,4,1,4,F,0,0
29584,13,54,1-13-2023-054-04,4,5,1,4,F,0,0
29587,13,57,1-13-2023-057-03,3,1,1,3,F,14,B
29587,13,57,1-13-2023-057-03,3,2,1,3,F,4,L
29587,13,57,1-13-2023-057-03,3,3,2,14,F,31,B
29687,13,60,1-13-2023-060-04,4,1,1,14,F,14,F
29687,13,60,1-13-2023-060-04,4,2,1,14,R,0,0
29867,13,65,1-13-2023-065-04,4,1,1,1,R,3,F
29867,13,65,1-13-2023-065-04,4,2,2,3,F,0,0
29867,13,65,1-13-2023-065-04,4,3,2,3,F,0,0
29867,13,65,1-13-2023-065-04,4,4,2,3,F,0,0
29867,13,65,1-13-2023-065-04,4,5,2,3,F,0,0
29761,13,62,1-13-2023-062-08,8,1,1,60,F,3,F
30179,13,75,1-13-2023-075-10,10,1,1,31,F,0,0
30179,13,75,1-13-2023-075-10,10,3,1,31,L,0,0
30179,13,75,1-13-2023-075-10,10,2,1,31,F,0,0
30251,13,78,1-13-2023-078-02,2,1,1,4,F,31,F
30251,13,78,1-13-2023-078-02,2,2,1,4,F,60,F
30560,13,87,1-13-2023-087-04,4,1,1,16,F,31,R
30560,13,87,1-13-2023-087-04,4,2,2,31,T,0,N
30660,13,90,1-13-2023-090-03,3,1,1,2,R,31,F
30660,13,90,1-13-2023-090-03,3,5,1,2,F,0,0
30660,13,90,1-13-2023-090-03,3,3,2,31,F,0,0
30660,13,90,1-13-2023-090-03,3,4,1,2,F,0,0
30660,13,90,1-13-2023-090-03,3,2,1,2,R,31,L
30769,13,94,1-13-2023-094-06,6,1,1,15,F,0,0
30769,13,94,1-13-2023-094-06,6,2,1,15,F,0,0
30769,13,94,1-13-2023-094-06,6,3,1,15,B,0,0
30852,13,96,1-13-2023-096-07,7,1,1,4,F,14,B
30955,13,100,1-13-2023-100-03,3,1,1,3,L,68,R
31144,13,103,1-13-2023-103-02,2,1,1,2,F,14,L
31144,13,103,1-13-2023-103-02,2,2,2,14,T,0,N
30313,17,80,1-17-2023-080-07,7,1,1,4,F,0,0
28600,32,11,1-32-2023-011-01,1,1,1,4,F,2,B
28600,32,11,1-32-2023-011-01,1,2,2,2,F,14,B
28600,32,11,1-32-2023-011-01,1,4,1,4,R,31,B
28600,32,11,1-32-2023-011-01,1,3,1,4,L,14,L
28600,32,11,1-32-2023-011-01,1,5,1,4,B,0,0
30246,11,45,1-11-2023-045-05,5,1,1,14,F,0,0
30246,11,45,1-11-2023-045-05,5,2,1,14,T,0,N
30489,11,46,1-11-2023-046-08,8,1,1,1,L,31,F
30953,11,56,1-11-2023-056-10,10,1,1,4,F,20,B
31428,11,66,1-11-2023-066-06,6,1,1,4,R,4,F
31428,11,66,1-11-2023-066-06,6,2,1,4,L,20,F
32086,11,79,1-11-2023-079-07,7,1,1,3,L,3,F
31886,11,76,1-11-2023-076-05,5,1,1,3,F,0,0
31886,11,76,1-11-2023-076-05,5,2,1,3,F,0,0
31886,11,76,1-11-2023-076-05,5,3,1,3,9,0,0
32889,21,131,1-21-2023-131-04,4,1,1,2,T,0,N
2300008,11,107,1-11-2023-107-09,9,1,1,3,F,0,0
2300008,11,107,1-11-2023-107-09,9,2,1,3,F,31,B
2300009,24,124,1-24-2023-124-03,3,1,1,5,F,15,B
2300009,24,124,1-24-2023-124-03,3,2,2,15,L,0,0
2300009,24,124,1-24-2023-124-03,3,3,2,15,F,0,0
2300011,24,126,1-24-2023-126-03,3,1,1,2,F,0,0
2300014,16,146,1-16-2023-146-01,1,2,1,15,L,0,0
2300014,16,146,1-16-2023-146-01,1,4,1,15,T,0,0
2300014,16,146,1-16-2023-146-01,1,3,1,15,L,0,N
2300014,16,146,1-16-2023-146-01,1,1,1,15,L,0,0
2300017,59,168,1-59-2023-168-06,6,1,1,4,R,4,F
2300017,59,168,1-59-2023-168-06,6,2,1,4,F,31,F
2300020,59,171,1-59-2023-171-10,10,1,1,1,F,0,0
2300022,31,124,1-31-2023-124-07,7,1,1,14,F,0,0
2300023,77,135,1-77-2023-135-08,8,1,1,14,R,3,F
2300023,77,135,1-77-2023-135-08,8,3,1,14,F,0,0
2300023,77,135,1-77-2023-135-08,8,2,1,14,R,3,L
2300026,25,124,1-25-2023-124-04,4,1,1,4,F,0,0
2300028,25,126,1-25-2023-126-04,4,1,1,14,F,0,0
2300028,25,126,1-25-2023-126-04,4,2,1,14,F,0,0
2300028,25,126,1-25-2023-126-04,4,3,1,14,F,0,0
2300028,25,126,1-25-2023-126-04,4,4,1,14,F,0,0
31886,11,76,1-11-2023-076-05,5,4,2,3,9,0,0
31886,11,76,1-11-2023-076-05,5,5,3,14,9,0,0
31886,11,76,1-11-2023-076-05,5,6,1,3,U,0,0
31886,11,76,1-11-2023-076-05,5,7,1,3,T,0,N
31886,11,76,1-11-2023-076-05,5,8,1,3,U,31,T
31986,11,78,1-11-2023-078-06,6,1,1,31,F,14,L
32421,11,91,1-11-2023-091-09,9,1,1,3,L,4,F
32516,11,94,1-11-2023-094-07,7,1,1,3,L,60,9
32616,11,96,1-11-2023-096-07,7,1,1,3,F,3,L
32730,11,99,1-11-2023-099-05,5,1,1,3,F,4,F
32730,11,99,1-11-2023-099-05,5,2,2,4,F,0,0
32782,11,104,1-11-2023-104-02,2,1,1,14,F,0,0
32139,29,85,1-29-2023-085-04,4,1,1,3,R,20,F
32139,29,85,1-29-2023-085-04,4,2,2,20,F,0,0
32142,15,209,1-15-2023-209-04,4,1,1,9,L,14,R
32145,10,158,1-10-2023-158-03,3,1,1,3,F,15,R
2300029,32,205,1-32-2023-205-02,2,1,1,30,F,0,0
2300029,32,205,1-32-2023-205-02,2,2,1,30,F,0,0
2300029,32,205,1-32-2023-205-02,2,3,1,30,F,0,0
2300029,32,205,1-32-2023-205-02,2,4,1,30,F,0,0
2300029,32,205,1-32-2023-205-02,2,5,1,30,F,0,0
2300029,32,205,1-32-2023-205-02,2,6,1,30,F,0,0
2300031,32,207,1-32-2023-207-03,3,1,1,4,R,14,F
28131,54,1,1-54-2023-001-10,10,1,1,1,F,0,0
28301,25,4,1-25-2023-004-05,5,1,1,1,F,30,L
28301,25,4,1-25-2023-004-05,5,2,2,30,R,0,0
28306,54,6,1-54-2023-006-06,6,1,1,4,F,4,L
28306,54,6,1-54-2023-006-06,6,2,1,4,R,0,0
28306,54,6,1-54-2023-006-06,6,3,2,4,R,0,0
28309,59,7,1-59-2023-007-05,5,1,1,31,L,31,F
28309,59,7,1-59-2023-007-05,5,2,1,31,L,31,R
28312,19,6,1-19-2023-006-07,7,1,1,14,R,31,F
28314,12,4,1-12-2023-004-04,4,1,1,31,F,0,0
28315,12,5,1-12-2023-005-04,4,1,1,4,F,0,0
28317,17,5,1-17-2023-005-10,10,1,1,15,F,14,B
28318,17,6,1-17-2023-006-07,7,1,1,14,F,0,0
28318,17,6,1-17-2023-006-07,7,2,1,14,T,0,N
28323,52,5,1-52-2023-005-09,9,3,1,1,R,0,0
28323,52,5,1-52-2023-005-09,9,4,1,1,F,0,0
28323,52,5,1-52-2023-005-09,9,1,1,1,F,0,0
28323,52,5,1-52-2023-005-09,9,2,1,1,F,0,0
28326,14,3,1-14-2023-003-06,6,1,1,3,F,0,0
28329,11,4,1-11-2023-004-09,9,1,1,14,L,30,F
28329,11,4,1-11-2023-004-09,9,2,1,14,L,30,R
28329,11,4,1-11-2023-004-09,9,3,2,30,F,0,0
28335,28,3,1-28-2023-003-07,7,1,1,14,F,0,0
28335,28,3,1-28-2023-003-07,7,2,1,14,F,0,0
28335,28,3,1-28-2023-003-07,7,3,1,14,R,0,0
28341,66,3,1-66-2023-003-06,6,1,1,14,F,0,0
28341,66,3,1-66-2023-003-06,6,2,1,14,F,0,0
28349,13,3,1-13-2023-003-06,6,1,1,2,R,14,F
28349,13,3,1-13-2023-003-06,6,2,1,2,R,14,R
29946,23,51,1-23-2023-051-03,3,1,1,4,F,0,0
29946,23,51,1-23-2023-051-03,3,2,1,4,F,0,0
29955,32,71,1-32-2023-071-03,3,1,1,15,F,0,0
29955,32,71,1-32-2023-071-03,3,2,1,15,F,0,0
29957,32,73,1-32-2023-073-03,3,1,1,14,F,2,L
29958,32,74,1-32-2023-074-03,3,1,1,60,R,4,L
29961,16,53,1-16-2023-053-05,5,1,1,3,F,14,F
29963,48,33,1-48-2023-033-03,3,1,1,5,F,14,R
29964,48,34,1-48-2023-034-03,3,1,1,3,T,0,N
29966,28,35,1-28-2023-035-09,9,1,1,31,F,0,0
29966,28,35,1-28-2023-035-09,9,2,1,31,R,0,0
29966,28,35,1-28-2023-035-09,9,3,1,31,F,0,0
29966,28,35,1-28-2023-035-09,9,4,1,31,F,0,0
32147,23,90,1-23-2023-090-08,8,2,1,4,F,0,0
32147,23,90,1-23-2023-090-08,8,1,1,4,F,0,0
32148,23,91,1-23-2023-091-01,1,1,1,3,R,60,F
32148,23,91,1-23-2023-091-01,1,2,1,3,L,0,0
32148,23,91,1-23-2023-091-01,1,3,2,60,L,0,0
32148,23,91,1-23-2023-091-01,1,4,2,60,T,0,N
32150,59,139,1-59-2023-139-07,7,1,1,4,F,2,F
32150,59,139,1-59-2023-139-07,7,2,1,4,L,2,R
32151,59,140,1-59-2023-140-02,2,1,1,3,F,14,F
32153,59,142,1-59-2023-142-07,7,1,1,4,F,2,R
32156,77,113,1-77-2023-113-07,7,1,1,14,F,0,0
32159,18,93,1-18-2023-093-08,8,3,1,3,F,0,0
32159,18,93,1-18-2023-093-08,8,4,1,3,F,0,0
29966,28,35,1-28-2023-035-09,9,5,1,31,F,0,0
29967,28,36,1-28-2023-036-07,7,1,1,14,F,0,0
29969,31,40,1-31-2023-040-08,8,1,1,31,T,0,N
29972,73,67,1-73-2023-067-03,3,1,1,3,F,14,B
29972,73,67,1-73-2023-067-03,3,2,1,3,F,60,B
29975,18,39,1-18-2023-039-03,3,1,1,14,R,14,F
29975,18,39,1-18-2023-039-03,3,2,2,14,L,14,R
29978,59,59,1-59-2023-059-06,6,1,1,14,F,4,B
29978,59,59,1-59-2023-059-06,6,2,3,4,F,4,B
29980,59,61,1-59-2023-061-07,7,1,1,3,L,30,9
29980,59,61,1-59-2023-061-07,7,2,1,3,F,0,0
29981,27,46,1-27-2023-046-04,4,1,1,4,R,14,F
29983,27,48,1-27-2023-048-07,7,1,1,14,F,0,0
29983,27,48,1-27-2023-048-07,7,2,1,14,F,0,0
28958,73,26,1-73-2023-026-09,9,1,1,31,R,15,F
28959,73,27,1-73-2023-027-04,4,1,1,31,F,60,B
28962,10,35,1-10-2023-035-03,3,1,1,4,R,80,F
32159,18,93,1-18-2023-093-08,8,1,1,3,F,0,0
32159,18,93,1-18-2023-093-08,8,2,1,3,R,0,0
32162,18,96,1-18-2023-096-03,3,1,1,14,R,0,N
32162,18,96,1-18-2023-096-03,3,2,1,14,T,0,0
32164,54,88,1-54-2023-088-04,4,1,1,4,F,0,0
32165,54,89,1-54-2023-089-03,3,1,1,14,R,2,F
32165,54,89,1-54-2023-089-03,3,2,1,14,B,2,R
32167,48,108,1-48-2023-108-04,4,1,1,15,F,0,0
32168,48,109,1-48-2023-109-03,3,1,1,31,F,4,L
32168,48,109,1-48-2023-109-03,3,2,2,4,B,0,0
32171,33,74,1-33-2023-074-03,3,1,1,31,L,3,F
32173,33,76,1-33-2023-076-09,9,1,1,30,F,0,0
32173,33,76,1-33-2023-076-09,9,4,1,30,F,0,0
32173,33,76,1-33-2023-076-09,9,6,1,30,F,0,0
32173,33,76,1-33-2023-076-09,9,2,1,30,F,0,0
32173,33,76,1-33-2023-076-09,9,3,1,30,F,0,0
32173,33,76,1-33-2023-076-09,9,5,1,30,F,0,0
32176,17,160,1-17-2023-160-06,6,1,1,4,R,15,F
32179,30,143,1-30-2023-143-06,6,1,1,2,F,0,0
32179,30,143,1-30-2023-143-06,6,2,1,2,R,0,0
32182,20,108,1-20-2023-108-06,6,1,1,3,F,15,B
29872,76,40,1-76-2023-040-03,3,1,1,4,F,0,0
29872,76,40,1-76-2023-040-03,3,2,1,4,U,0,0
29872,76,40,1-76-2023-040-03,3,3,1,4,F,0,0
29872,76,40,1-76-2023-040-03,3,4,1,4,L,0,0
28965,10,38,1-10-2023-038-06,6,1,1,4,R,3,F
28967,28,16,1-28-2023-016-01,1,1,1,2,F,68,F
28967,28,16,1-28-2023-016-01,1,2,2,68,9,0,0
28968,32,22,1-32-2023-022-09,9,1,1,3,F,3,B
28970,32,24,1-32-2023-024-02,2,4,1,31,F,0,0
28970,32,24,1-32-2023-024-02,2,5,1,31,F,0,0
28970,32,24,1-32-2023-024-02,2,2,1,31,F,0,0
28970,32,24,1-32-2023-024-02,2,3,1,31,F,0,0
28970,32,24,1-32-2023-024-02,2,1,1,31,F,0,0
29874,18,37,1-18-2023-037-03,3,1,1,31,F,30,F
29875,18,38,1-18-2023-038-01,1,1,1,4,R,0,0
29875,18,38,1-18-2023-038-01,1,2,1,4,T,0,N
29878,73,63,1-73-2023-063-04,4,1,1,31,F,0,0
29880,32,69,1-32-2023-069-05,5,1,1,68,R,4,F
29880,32,69,1-32-2023-069-05,5,2,1,68,R,31,L
29880,32,69,1-32-2023-069-05,5,3,1,68,R,4,R
29881,32,70,1-32-2023-070-07,7,1,1,99,F,4,B
29884,31,36,1-31-2023-036-03,3,1,1,2,T,0,N
28973,18,15,1-18-2023-015-04,4,1,1,68,F,3,R
28981,15,36,1-15-2023-036-08,8,1,1,14,F,0,0
28981,15,36,1-15-2023-036-08,8,2,1,14,F,0,0
28981,15,36,1-15-2023-036-08,8,3,1,14,F,0,0
28982,15,37,1-15-2023-037-06,6,1,1,14,F,14,R
28982,15,37,1-15-2023-037-06,6,2,1,14,L,14,R
28984,27,20,1-27-2023-020-04,4,1,1,14,L,3,R
28985,12,20,1-12-2023-020-06,6,1,1,15,F,5,R
28988,21,12,1-21-2023-012-08,8,1,1,1,F,0,0
28988,21,12,1-21-2023-012-08,8,2,1,1,T,0,N
28993,26,26,1-26-2023-026-03,3,1,1,5,F,3,B
28999,15,39,1-15-2023-039-03,3,1,1,4,R,14,F
29001,30,16,1-30-2023-016-06,6,1,1,3,F,15,B
29002,30,17,1-30-2023-017-09,9,1,1,4,F,0,0
29002,30,17,1-30-2023-017-09,9,2,1,4,F,0,0
29004,76,19,1-76-2023-019-08,8,1,1,3,F,0,0
29004,76,19,1-76-2023-019-08,8,2,1,3,9,0,0
29005,21,14,1-21-2023-014-03,3,1,1,31,9,68,L
29007,10,39,1-10-2023-039-04,4,1,1,4,F,4,B
