CASEID,PSU,CASENO,CASENUMBER,CATEGORY,EVENTNO,VEHNUM,CLASS1,GAD1,CLASS2,GAD2
16433,52,20,1-52-2020-020-10,10,1,1,4,F,0,0
16435,25,13,1-25-2020-013-06,6,1,1,30,F,3,F
16436,25,14,1-25-2020-014-04,4,1,1,31,F,31,L
16436,25,14,1-25-2020-014-04,4,2,1,31,F,0,0
16436,25,14,1-25-2020-014-04,4,6,1,31,F,0,0
16436,25,14,1-25-2020-014-04,4,3,1,31,F,0,0
16436,25,14,1-25-2020-014-04,4,4,1,31,F,0,0
16436,25,14,1-25-2020-014-04,4,5,1,31,F,0,0
16438,73,10,1-73-2020-010-04,4,1,1,14,F,0,0
16443,12,12,1-12-2020-012-09,9,1,1,3,F,0,0
16444,12,13,1-12-2020-013-06,6,2,1,2,F,0,0
16444,12,13,1-12-2020-013-06,6,3,1,2,F,0,0
16446,28,10,1-28-2020-010-04,4,1,1,4,F,0,0
16446,28,10,1-28-2020-010-04,4,2,1,4,F,0,0
16447,31,9,1-31-2020-009-07,7,1,1,4,F,0,0
16449,14,9,1-14-2020-009-04,4,3,1,31,F,0,0
17757,73,41,1-73-2020-041-07,7,1,1,31,F,0,0
17758,13,52,1-13-2020-052-01,1,1,1,3,F,0,0
17760,13,54,1-13-2020-054-03,3,3,1,4,F,0,0
17760,13,54,1-13-2020-054-03,3,1,1,4,F,0,0
17760,13,54,1-13-2020-054-03,3,2,1,4,F,0,0
17761,23,28,1-23-2020-028-01,1,1,1,3,F,0,0
17761,23,28,1-23-2020-028-01,1,3,1,3,F,0,0
17763,12,44,1-12-2020-044-10,10,1,1,2,F,31,R
17766,21,63,1-21-2020-063-05,5,1,1,3,F,0,0
17766,21,63,1-21-2020-063-05,5,2,1,3,F,0,0
17767,21,64,1-21-2020-064-02,2,1,1,2,F,68,B
17768,21,65,1-21-2020-065-02,2,1,1,14,F,68,B
17768,21,65,1-21-2020-065-02,2,2,1,14,B,0,0
17768,21,65,1-21-2020-065-02,2,3,3,14,F,0,0
17769,21,66,1-21-2020-066-09,9,1,1,3,F,0,0
17770,26,78,1-26-2020-078-09,9,1,1,2,F,14,L
17771,26,79,1-26-2020-079-06,6,1,1,3,F,2,B
17771,26,79,1-26-2020-079-06,6,2,2,2,F,30,B
17772,26,80,1-26-2020-080-03,3,1,1,4,F,0,0
17772,26,80,1-26-2020-080-03,3,3,1,4,F,0,0
17772,26,80,1-26-2020-080-03,3,2,1,4,F,0,0
17774,19,75,1-19-2020-075-04,4,1,1,28,F,0,0
17775,19,76,1-19-2020-076-06,6,1,1,3,F,0,0
17777,19,78,1-19-2020-078-03,3,1,1,4,F,15,R
17780,29,78,1-29-2020-078-03,3,1,1,31,F,2,B
17781,29,79,1-29-2020-079-03,3,4,1,14,F,0,0
17781,29,79,1-29-2020-079-03,3,1,1,14,F,14,L
17783,29,81,1-29-2020-081-07,7,1,1,30,F,14,F
17784,33,47,1-33-2020-047-10,10,1,1,2,F,2,B
17786,33,49,1-33-2020-049-06,6,1,1,3,F,68,L
17212,29,54,1-29-2020-054-06,6,1,1,3,B,28,F
17630,11,35,1-11-2020-035-06,6,1,1,4,F,0,0
17630,11,35,1-11-2020-035-06,6,4,1,4,F,15,R
17690,18,34,1-18-2020-034-08,8,1,1,14,F,0,0
17630,11,35,1-11-2020-035-06,6,2,1,4,F,0,0
17650,32,73,1-32-2020-073-02,2,1,1,14,F,3,L
17381,29,65,1-29-2020-065-06,6,1,1,3,F,3,L
17570,19,68,1-19-2020-068-06,6,1,1,3,F,0,0
17384,76,33,1-76-2020-033-10,10,2,1,3,F,0,0
17716,77,50,1-77-2020-050-03,3,1,1,30,F,3,B
17733,24,77,1-24-2020-077-09,9,1,1,3,F,0,0
17776,19,77,1-19-2020-077-03,3,1,1,4,F,4,F
17676,76,39,1-76-2020-039-09,9,1,1,14,F,0,0
17676,76,39,1-76-2020-039-09,9,2,1,14,F,0,0
17676,76,39,1-76-2020-039-09,9,3,1,14,F,0,0
17398,30,42,1-30-2020-042-01,1,1,1,2,F,0,0
17607,27,35,1-27-2020-035-03,3,1,1,14,F,0,0
17736,52,83,1-52-2020-083-06,6,1,1,30,F,0,0
17816,77,52,1-77-2020-052-08,8,1,1,4,F,0,0
17816,77,52,1-77-2020-052-08,8,2,1,4,F,0,0
17816,77,52,1-77-2020-052-08,8,3,1,4,B,0,0
17713,16,55,1-16-2020-055-01,1,1,1,14,F,4,F
17467,13,43,1-13-2020-043-09,9,2,2,2,F,0,0
17753,25,51,1-25-2020-051-07,7,1,1,20,F,60,B
17882,29,85,1-29-2020-085-04,4,1,1,14,F,0,0
17839,66,38,1-66-2020-038-04,4,1,1,3,F,0,0
17710,17,71,1-17-2020-071-05,5,1,1,14,F,31,L
17779,27,40,1-27-2020-040-07,7,2,1,14,F,0,0
17919,77,54,1-77-2020-054-08,8,1,1,2,F,14,L
17481,21,53,1-21-2020-053-05,5,2,1,5,F,0,0
19574,14,79,1-14-2020-079-03,3,2,2,14,T,0,N
19760,32,166,1-32-2020-166-10,10,5,1,14,T,0,0
19926,19,173,1-19-2020-173-01,1,2,1,2,T,0,N
18993,23,42,1-23-2020-042-05,5,1,1,31,T,0,N
19405,10,157,1-10-2020-157-02,2,4,1,5,T,0,N
19202,22,104,1-22-2020-104-04,4,5,1,30,T,0,0
19511,66,75,1-66-2020-075-08,8,5,1,2,T,0,N
19428,73,87,1-73-2020-087-03,3,2,1,14,T,0,N
19428,73,87,1-73-2020-087-03,3,3,1,14,T,0,0
18867,32,126,1-32-2020-126-01,1,3,1,4,T,0,N
18867,32,126,1-32-2020-126-01,1,4,1,4,T,0,0
18781,22,85,1-22-2020-085-05,5,4,1,14,T,0,N
19050,10,137,1-10-2020-137-01,1,5,2,14,T,0,N
18890,73,72,1-73-2020-072-09,9,1,1,1,T,0,N
19216,10,145,1-10-2020-145-02,2,2,1,14,T,0,N
18323,25,69,1-25-2020-069-05,5,3,1,14,T,0,N
18449,30,88,1-30-2020-088-06,6,2,2,4,T,0,N
18598,12,62,1-12-2020-062-07,7,3,1,14,T,0,N
18409,73,55,1-73-2020-055-08,8,2,1,31,T,0,N
18429,13,71,1-13-2020-071-01,1,3,1,2,T,0,N
18489,28,55,1-28-2020-055-06,6,3,2,3,T,0,N
18177,20,47,1-20-2020-047-03,3,1,1,4,T,0,N
18223,48,47,1-48-2020-047-03,3,1,1,5,T,0,N
18363,22,70,1-22-2020-070-01,1,2,1,30,T,0,N
18180,30,78,1-30-2020-078-08,8,1,1,14,T,0,N
18509,31,48,1-31-2020-048-08,8,2,1,2,T,0,N
18243,12,55,1-12-2020-055-02,2,1,1,3,T,0,N
17556,31,31,1-31-2020-031-10,10,1,1,31,T,0,N
17490,33,39,1-33-2020-039-08,8,3,2,14,T,0,0
17659,73,39,1-73-2020-039-04,4,3,2,31,T,0,N
17948,66,41,1-66-2020-041-03,3,3,1,3,T,0,0
17991,33,53,1-33-2020-053-03,3,3,2,30,T,0,N
18114,11,45,1-11-2020-045-02,2,2,1,4,T,0,N
19085,32,136,1-32-2020-136-06,6,3,2,3,T,0,N
19089,23,45,1-23-2020-045-03,3,1,1,14,T,0,N
19091,66,64,1-66-2020-064-05,5,2,1,2,T,0,N
19097,18,66,1-18-2020-066-02,2,2,1,21,T,0,0
17433,12,33,1-12-2020-033-03,3,1,1,3,T,0,N
17573,18,32,1-18-2020-032-05,5,5,1,14,T,0,N
19016,30,118,1-30-2020-118-02,2,7,2,14,T,0,N
19016,30,118,1-30-2020-118-02,2,4,1,31,T,0,N
19023,22,95,1-22-2020-095-09,9,1,1,30,T,0,N
19031,76,69,1-76-2020-069-05,5,3,1,15,T,0,0
19037,25,98,1-25-2020-098-03,3,4,1,31,T,0,0
19057,17,101,1-17-2020-101-09,9,1,1,14,T,0,N
18926,18,62,1-18-2020-062-01,1,2,1,3,T,0,N
18926,18,62,1-18-2020-062-01,1,4,1,3,T,0,0
18928,66,60,1-66-2020-060-03,3,2,1,3,T,0,N
19002,31,59,1-31-2020-059-07,7,2,1,4,T,0,0
19012,12,73,1-12-2020-073-08,8,1,1,31,T,0,N
19015,18,65,1-18-2020-065-03,3,7,1,14,T,0,0
18860,21,111,1-21-2020-111-04,4,1,1,14,T,0,0
18862,21,113,1-21-2020-113-06,6,7,1,3,T,0,0
18862,21,113,1-21-2020-113-06,6,8,1,3,T,0,0
18879,11,64,1-11-2020-064-07,7,2,1,3,T,0,N
18915,28,66,1-28-2020-066-10,10,1,1,15,T,0,N
18922,19,130,1-19-2020-130-08,8,2,1,31,T,0,N
17844,73,42,1-73-2020-042-03,3,1,1,2,F,0,0
17847,32,80,1-32-2020-080-02,2,1,1,15,F,0,0
17849,32,82,1-32-2020-082-08,8,1,1,3,F,0,0
17850,59,27,1-59-2020-027-02,2,1,1,14,F,14,R
17850,59,27,1-59-2020-027-02,2,3,2,14,F,0,0
17850,59,27,1-59-2020-027-02,2,4,2,14,F,0,0
17850,59,27,1-59-2020-027-02,2,5,2,14,F,0,0
17851,59,28,1-59-2020-028-08,8,1,2,15,F,4,R
17852,13,55,1-13-2020-055-04,4,1,1,3,F,31,B
17853,13,56,1-13-2020-056-05,5,1,1,14,F,0,0
17854,13,57,1-13-2020-057-07,7,1,1,3,F,0,0
17857,18,37,1-18-2020-037-06,6,1,1,14,F,14,L
17858,18,38,1-18-2020-038-10,10,1,1,3,F,0,0
17861,21,67,1-21-2020-067-03,3,2,1,3,F,0,0
17863,21,69,1-21-2020-069-04,4,1,1,4,F,4,B
17864,21,70,1-21-2020-070-02,2,1,1,15,F,4,F
17864,21,70,1-21-2020-070-02,2,2,2,4,B,4,R
17867,26,84,1-26-2020-084-02,2,1,1,2,F,0,0
17867,26,84,1-26-2020-084-02,2,3,1,2,F,0,0
17869,52,90,1-52-2020-090-07,7,1,1,4,F,31,B
17869,52,90,1-52-2020-090-07,7,2,2,31,F,14,B
17869,52,90,1-52-2020-090-07,7,3,3,14,F,31,B
17870,33,50,1-33-2020-050-01,1,3,2,30,F,0,0
17870,33,50,1-33-2020-050-01,1,1,1,15,F,30,B
17872,33,52,1-33-2020-052-06,6,1,1,21,F,3,B
17873,23,29,1-23-2020-029-02,2,3,1,14,F,0,0
17874,31,37,1-31-2020-037-09,9,1,1,14,F,0,0
17875,19,79,1-19-2020-079-08,8,1,1,30,F,14,F
17875,19,79,1-19-2020-079-08,8,2,2,14,B,0,0
17876,19,80,1-19-2020-080-02,2,1,1,31,F,14,B
17876,19,80,1-19-2020-080-02,2,2,2,14,F,20,B
19711,21,136,1-21-2020-136-01,1,7,5,1,F,0,0
19153,10,142,1-10-2020-142-05,5,1,1,4,F,0,0
19605,25,121,1-25-2020-121-09,9,1,1,4,F,0,0
19479,30,138,1-30-2020-138-06,6,5,1,5,F,0,0
19794,18,82,1-18-2020-082-08,8,3,1,31,F,0,0
19797,21,141,1-21-2020-141-04,4,2,1,14,B,0,0
19877,73,95,1-73-2020-095-07,7,1,1,20,F,0,0
19900,24,180,1-24-2020-180-04,4,1,1,3,F,3,R
19548,26,149,1-26-2020-149-02,2,1,1,3,F,4,F
19585,24,163,1-24-2020-163-09,9,1,1,2,F,0,0
19585,24,163,1-24-2020-163-09,9,4,1,2,F,0,0
19585,24,163,1-24-2020-163-09,9,5,1,2,F,0,0
18357,26,107,1-26-2020-107-09,9,1,1,1,F,0,0
18735,73,68,1-73-2020-068-09,9,4,1,14,F,0,0
19694,19,162,1-19-2020-162-04,4,1,1,4,F,0,0
19691,22,121,1-22-2020-121-09,9,1,1,3,F,0,0
20000,59,62,1-59-2020-062-07,7,1,1,2,F,31,R
20006,27,92,1-27-2020-092-05,5,1,1,14,F,14,F
19585,24,163,1-24-2020-163-09,9,2,1,2,F,0,0
19585,24,163,1-24-2020-163-09,9,3,1,2,F,0,0
19625,18,79,1-18-2020-079-09,9,1,1,3,F,0,0
20023,29,172,1-29-2020-172-02,2,2,1,31,F,0,0
20023,29,172,1-29-2020-172-02,2,4,1,31,F,0,0
19628,30,142,1-30-2020-142-04,4,1,1,15,F,3,B
19628,30,142,1-30-2020-142-04,4,2,2,3,F,14,B
20003,66,85,1-66-2020-085-07,7,1,1,1,F,14,B
19465,15,103,1-15-2020-103-06,6,1,1,14,F,14,B
19834,28,87,1-28-2020-087-03,3,1,1,20,F,0,0
19834,28,87,1-28-2020-087-03,3,2,1,20,F,0,0
19834,28,87,1-28-2020-087-03,3,6,1,20,F,0,0
19774,33,72,1-33-2020-072-06,6,1,1,30,F,3,L
17452,28,33,1-28-2020-033-07,7,1,1,31,F,0,0
17454,16,47,1-16-2020-047-02,2,1,1,14,F,14,L
17455,16,48,1-16-2020-048-01,1,1,1,31,F,0,0
17456,25,42,1-25-2020-042-07,7,1,1,1,F,21,F
17457,25,43,1-25-2020-043-07,7,1,1,31,F,0,0
17458,25,44,1-25-2020-044-06,6,2,1,3,F,0,0
17458,25,44,1-25-2020-044-06,6,3,1,3,F,0,0
17458,25,44,1-25-2020-044-06,6,4,1,3,F,0,0
17458,25,44,1-25-2020-044-06,6,1,1,3,F,0,0
17458,25,44,1-25-2020-044-06,6,5,1,3,F,0,0
17459,73,34,1-73-2020-034-09,9,1,1,20,F,2,R
17460,73,35,1-73-2020-035-07,7,1,1,31,F,0,0
17462,59,20,1-59-2020-020-10,10,1,1,31,F,0,0
17463,32,63,1-32-2020-063-09,9,1,1,31,F,0,0
17466,32,66,1-32-2020-066-01,1,1,1,4,F,0,0
17466,32,66,1-32-2020-066-01,1,2,1,4,B,31,L
17466,32,66,1-32-2020-066-01,1,4,1,4,B,0,0
17469,13,45,1-13-2020-045-08,8,1,1,3,F,0,0
17472,31,29,1-31-2020-029-09,9,1,1,1,F,0,0
17475,29,67,1-29-2020-067-06,6,1,1,14,F,3,L
17476,29,68,1-29-2020-068-07,7,1,1,4,F,14,B
17477,29,69,1-29-2020-069-06,6,1,1,14,F,14,L
17477,29,69,1-29-2020-069-06,6,2,1,14,F,0,0
17477,29,69,1-29-2020-069-06,6,3,1,14,F,0,0
17477,29,69,1-29-2020-069-06,6,4,2,14,F,0,0
17478,52,71,1-52-2020-071-06,6,1,1,14,F,0,0
17479,21,51,1-21-2020-051-01,1,1,1,4,F,68,L
17480,21,52,1-21-2020-052-05,5,1,1,4,F,0,0
17483,19,62,1-19-2020-062-08,8,1,1,15,F,0,0
17483,19,62,1-19-2020-062-08,8,4,1,15,F,0,0
18747,32,119,1-32-2020-119-02,2,3,1,4,T,0,N
18759,33,66,1-33-2020-066-08,8,1,1,5,T,0,N
18760,19,121,1-19-2020-121-05,5,2,1,14,T,0,N
18767,18,59,1-18-2020-059-03,3,1,1,14,T,0,N
18779,21,107,1-21-2020-107-05,5,2,2,21,T,0,N
18790,77,75,1-77-2020-075-02,2,3,1,3,T,0,N
18676,73,65,1-73-2020-065-05,5,1,1,14,T,0,N
18677,31,51,1-31-2020-051-03,3,3,3,31,T,0,N
18684,76,61,1-76-2020-061-02,2,1,1,14,T,0,N
18705,21,104,1-21-2020-104-02,2,1,1,4,T,0,N
18733,16,99,1-16-2020-099-03,3,2,1,3,T,0,N
18737,25,86,1-25-2020-086-06,6,2,2,3,T,0,N
18531,20,55,1-20-2020-055-01,1,2,1,5,T,0,N
18587,59,42,1-59-2020-042-07,7,1,1,14,T,0,N
18602,19,112,1-19-2020-112-08,8,1,1,4,T,0,N
18660,52,127,1-52-2020-127-06,6,6,1,3,T,0,0
18665,13,79,1-13-2020-079-03,3,2,1,16,T,0,N
18676,73,65,1-73-2020-065-05,5,2,1,14,T,0,0
18490,28,56,1-28-2020-056-04,4,3,1,14,T,0,0
18498,32,109,1-32-2020-109-01,1,3,1,31,T,0,N
18501,13,74,1-13-2020-074-02,2,3,3,14,T,0,N
18508,31,47,1-31-2020-047-09,9,1,1,31,T,0,N
18511,12,61,1-12-2020-061-06,6,5,1,31,T,0,N
18520,76,55,1-76-2020-055-03,3,4,2,2,T,0,N
17418,22,41,1-22-2020-041-09,9,1,1,14,T,0,N
17422,23,22,1-23-2020-022-03,3,4,1,31,T,0,0
18433,19,106,1-19-2020-106-03,3,3,1,3,T,0,0
18435,22,73,1-22-2020-073-03,3,3,1,14,T,0,N
18454,21,90,1-21-2020-090-03,3,2,1,4,T,0,N
18477,24,107,1-24-2020-107-05,5,2,2,1,T,0,N
17372,59,17,1-59-2020-017-09,9,2,1,30,T,0,N
17377,32,62,1-32-2020-062-01,1,1,1,3,T,0,N
17380,29,64,1-29-2020-064-08,8,5,1,14,T,0,N
17386,21,47,1-21-2020-047-08,8,1,1,2,T,0,N
17406,66,27,1-66-2020-027-08,8,2,1,15,T,0,0
17406,66,27,1-66-2020-027-08,8,1,1,15,T,0,N
17296,73,31,1-73-2020-031-06,6,1,1,2,T,0,N
17300,21,45,1-21-2020-045-05,5,2,1,3,T,0,N
17316,33,32,1-33-2020-032-03,3,1,1,3,T,0,N
17320,18,26,1-18-2020-026-01,1,2,1,14,T,0,N
17329,20,26,1-20-2020-026-08,8,1,1,3,T,0,N
17339,10,64,1-10-2020-064-01,1,2,2,14,T,0,N
17245,23,16,1-23-2020-016-08,8,1,1,14,T,0,N
17262,17,54,1-17-2020-054-07,7,1,1,30,T,0,N
17263,17,55,1-17-2020-055-07,7,2,1,4,T,0,N
17277,48,26,1-48-2020-026-08,8,1,1,30,T,0,N
17292,25,36,1-25-2020-036-06,6,1,1,4,T,0,N
17293,25,37,1-25-2020-037-01,1,2,1,4,T,0,N
16962,16,28,1-16-2020-028-03,3,6,1,3,T,0,N
16968,20,18,1-20-2020-018-03,3,1,1,30,T,0,N
16996,17,42,1-17-2020-042-04,4,2,1,14,T,0,N
17007,48,20,1-48-2020-020-03,3,1,1,14,T,0,N
17008,48,21,1-48-2020-021-02,2,2,1,31,T,0,N
17243,13,35,1-13-2020-035-01,1,2,2,31,T,0,N
16902,52,44,1-52-2020-044-04,4,1,1,14,T,0,N
16911,32,39,1-32-2020-039-06,6,2,1,3,T,0,N
16915,25,24,1-25-2020-024-03,3,2,1,3,T,0,0
16953,13,27,1-13-2020-027-06,6,2,1,3,T,0,0
16957,18,17,1-18-2020-017-01,1,4,1,3,T,0,N
16450,14,10,1-14-2020-010-02,2,1,1,1,F,3,B
16450,14,10,1-14-2020-010-02,2,2,2,3,F,0,0
16452,52,23,1-52-2020-023-03,3,1,1,15,F,14,R
16453,19,20,1-19-2020-020-06,6,1,1,3,F,4,R
16458,10,22,1-10-2020-022-01,1,1,1,30,F,0,0
16458,10,22,1-10-2020-022-01,1,2,1,30,F,0,0
16461,27,8,1-27-2020-008-07,7,1,1,4,F,0,0
16461,27,8,1-27-2020-008-07,7,2,1,4,F,0,0
16463,29,21,1-29-2020-021-06,6,1,1,14,F,0,0
16463,29,21,1-29-2020-021-06,6,2,1,14,F,0,0
16466,29,24,1-29-2020-024-03,3,1,1,14,F,68,B
16467,10,23,1-10-2020-023-10,10,2,1,14,F,0,0
16467,10,23,1-10-2020-023-10,10,1,1,14,F,0,0
16469,17,14,1-17-2020-014-07,7,1,1,3,F,14,B
16470,17,15,1-17-2020-015-07,7,1,1,31,F,4,L
16472,26,18,1-26-2020-018-06,6,1,1,4,F,0,0
16472,26,18,1-26-2020-018-06,6,2,1,4,F,0,0
16472,26,18,1-26-2020-018-06,6,3,1,4,F,0,0
16473,26,19,1-26-2020-019-03,3,1,1,21,F,14,B
16473,26,19,1-26-2020-019-03,3,2,2,14,F,14,L
16960,22,26,1-22-2020-026-08,8,7,1,2,T,0,N
16838,23,9,1-23-2020-009-02,2,7,2,21,T,3,T
16838,23,9,1-23-2020-009-02,2,6,2,21,T,0,N
16844,20,16,1-20-2020-016-04,4,2,2,4,T,0,N
16845,20,17,1-20-2020-017-05,5,3,1,2,T,0,N
16887,54,5,1-54-2020-005-01,1,2,1,3,T,0,N
16898,24,40,1-24-2020-040-02,2,2,1,3,T,0,N
16429,32,19,1-32-2020-019-05,5,2,2,14,T,0,N
16449,14,9,1-14-2020-009-04,4,5,1,31,T,0,0
16475,26,21,1-26-2020-021-04,4,2,1,14,T,0,N
16476,33,8,1-33-2020-008-06,6,4,1,14,T,0,N
16482,22,11,1-22-2020-011-09,9,2,1,2,T,0,N
16831,66,18,1-66-2020-018-01,1,3,2,31,T,0,N
16364,32,15,1-32-2020-015-07,7,2,1,30,T,0,N
16369,66,6,1-66-2020-006-03,3,2,1,4,T,0,N
16370,66,7,1-66-2020-007-09,9,2,1,3,T,0,N
16372,31,8,1-31-2020-008-06,6,3,1,45,T,0,N
16373,20,7,1-20-2020-007-05,5,2,1,14,T,0,N
16404,21,10,1-21-2020-010-02,2,3,1,14,T,0,N
16300,26,12,1-26-2020-012-08,8,3,1,20,T,0,N
16309,22,7,1-22-2020-007-09,9,1,1,4,T,0,N
16310,18,6,1-18-2020-006-04,4,1,1,3,T,0,N
16323,16,10,1-16-2020-010-07,7,1,1,1,T,0,N
16330,20,6,1-20-2020-006-01,1,6,1,14,T,0,N
16347,28,7,1-28-2020-007-09,9,2,1,14,T,0,N
20397,21,173,1-21-2020-173-01,1,1,1,30,T,0,N
20460,20,96,1-20-2020-096-01,1,1,1,30,T,0,N
20474,21,176,1-21-2020-176-01,1,2,1,31,T,0,N
20489,17,133,1-17-2020-133-10,10,1,1,31,T,0,N
17796,18,36,1-18-2020-036-08,8,2,1,4,R,0,N
17693,22,49,1-22-2020-049-04,4,1,1,4,R,14,L
17298,21,43,1-21-2020-043-06,6,1,1,14,R,68,L
17275,52,61,1-52-2020-061-08,8,1,1,14,R,31,F
17255,10,59,1-10-2020-059-03,3,2,2,14,R,0,N
17215,29,57,1-29-2020-057-06,6,6,1,3,R,0,0
17484,19,63,1-19-2020-063-08,8,1,1,30,R,0,N
17252,54,9,1-54-2020-009-03,3,2,1,1,R,0,0
16800,17,34,1-17-2020-034-06,6,2,1,4,R,31,L
17003,24,45,1-24-2020-045-06,6,1,1,3,R,3,F
17006,28,23,1-28-2020-023-03,3,3,1,4,R,0,0
17149,22,31,1-22-2020-031-10,10,1,1,3,R,0,0
17238,27,27,1-27-2020-027-05,5,1,1,14,R,14,F
16983,30,29,1-30-2020-029-05,5,1,1,31,R,14,F
16525,16,16,1-16-2020-016-10,10,1,1,3,R,4,L
16236,10,10,1-10-2020-010-06,6,2,1,4,R,0,0
16883,77,31,1-77-2020-031-06,6,1,1,45,R,3,F
16608,14,14,1-14-2020-014-04,4,1,1,31,R,14,L
16614,30,20,1-30-2020-020-07,7,1,1,3,R,31,F
16800,17,34,1-17-2020-034-06,6,1,1,4,R,31,F
16445,28,9,1-28-2020-009-06,6,1,1,4,R,14,F
16468,17,13,1-17-2020-013-06,6,1,1,14,R,2,F
16385,26,17,1-26-2020-017-06,6,1,1,2,R,4,F
16654,66,14,1-66-2020-014-01,1,3,1,3,R,0,0
16717,59,3,1-59-2020-003-09,9,2,1,5,R,0,0
16170,19,8,1-19-2020-008-09,9,2,1,31,R,0,0
16170,19,8,1-19-2020-008-09,9,3,1,31,R,0,0
16150,77,7,1-77-2020-007-03,3,1,1,4,R,4,F
16342,11,7,1-11-2020-007-04,4,2,1,3,R,3,L
16259,28,6,1-28-2020-006-09,9,2,1,3,R,0,0
16775,13,21,1-13-2020-021-02,2,2,1,31,T,0,N
16297,15,7,1-15-2020-007-03,3,2,1,4,T,0,N
20316,19,191,1-19-2020-191-03,3,2,2,31,T,0,N
20328,21,171,1-21-2020-171-01,1,2,1,14,T,0,N
20328,21,171,1-21-2020-171-01,1,4,2,14,T,0,N
20336,22,149,1-22-2020-149-04,4,1,1,2,T,0,N
20336,22,149,1-22-2020-149-04,4,2,1,2,T,0,0
20366,14,99,1-14-2020-099-01,1,1,1,14,T,0,N
20219,11,97,1-11-2020-097-06,6,2,1,14,T,0,N
20220,11,98,1-11-2020-098-01,1,4,1,31,T,0,N
20242,73,99,1-73-2020-099-03,3,1,1,4,T,0,N
20244,13,120,1-13-2020-120-03,3,1,1,14,T,0,N
20268,21,167,1-21-2020-167-01,1,1,1,3,T,0,N
20271,21,170,1-21-2020-170-05,5,2,1,4,T,0,N
16866,33,18,1-33-2020-018-06,6,1,1,3,F,0,0
16869,21,28,1-21-2020-028-07,7,1,1,1,F,3,B
16869,21,28,1-21-2020-028-07,7,2,2,3,F,4,B
16262,10,13,1-10-2020-013-10,10,1,1,30,F,0,0
16328,10,15,1-10-2020-015-10,10,1,1,30,F,2,B
16683,26,31,1-26-2020-031-07,7,1,1,4,F,3,L
16619,11,13,1-11-2020-013-02,2,6,1,3,F,0,0
16621,24,28,1-24-2020-028-05,5,2,1,14,B,5,F
16622,24,29,1-24-2020-029-09,9,1,1,14,F,4,R
16623,24,30,1-24-2020-030-05,5,4,2,3,F,0,0
16623,24,30,1-24-2020-030-05,5,3,2,3,F,0,0
16624,28,13,1-28-2020-013-08,8,1,1,14,F,60,F
16627,48,12,1-48-2020-012-03,3,1,1,2,F,14,R
16629,52,32,1-52-2020-032-04,4,1,1,31,F,31,F
16630,52,33,1-52-2020-033-09,9,1,1,4,F,5,B
16633,12,18,1-12-2020-018-03,3,1,1,4,F,0,0
16633,12,18,1-12-2020-018-03,3,2,1,4,F,0,0
16633,12,18,1-12-2020-018-03,3,3,1,4,B,0,0
16635,16,20,1-16-2020-020-03,3,1,1,9,B,3,F
16635,16,20,1-16-2020-020-03,3,2,2,3,F,0,0
16635,16,20,1-16-2020-020-03,3,3,2,3,F,0,0
16636,16,21,1-16-2020-021-06,6,1,1,4,F,3,R
16638,32,28,1-32-2020-028-03,3,1,1,3,F,3,F
16642,73,15,1-73-2020-015-03,3,2,1,31,F,0,0
16642,73,15,1-73-2020-015-03,3,8,1,31,F,0,0
16642,73,15,1-73-2020-015-03,3,1,1,31,F,0,0
16642,73,15,1-73-2020-015-03,3,3,1,31,F,0,0
20153,24,191,1-24-2020-191-03,3,2,1,5,T,0,N
20164,32,187,1-32-2020-187-02,2,5,2,15,T,0,N
20167,32,190,1-32-2020-190-01,1,4,1,15,T,0,N
20168,23,69,1-23-2020-069-07,7,1,1,4,T,0,N
20170,31,85,1-31-2020-085-09,9,4,1,31,T,0,N
20208,13,119,1-13-2020-119-05,5,2,1,14,T,0,N
20024,26,166,1-26-2020-166-05,5,7,1,5,T,0,N
20057,11,95,1-11-2020-095-01,1,5,1,21,T,0,0
20084,23,67,1-23-2020-067-02,2,4,1,3,T,0,0
20097,26,172,1-26-2020-172-03,3,4,2,14,T,0,0
20116,21,157,1-21-2020-157-02,2,1,1,31,T,0,N
20121,21,161,1-21-2020-161-05,5,1,1,14,T,0,N
19955,20,90,1-20-2020-090-03,3,2,1,2,T,0,N
19967,10,181,1-10-2020-181-09,9,3,2,4,T,0,N
19974,17,121,1-17-2020-121-02,2,1,1,3,T,0,N
19978,48,75,1-48-2020-075-03,3,3,1,4,T,0,N
20002,76,92,1-76-2020-092-04,4,4,1,15,T,0,0
20021,20,91,1-20-2020-091-08,8,6,1,2,T,0,0
19833,76,88,1-76-2020-088-02,2,2,1,3,T,0,N
19844,12,94,1-12-2020-094-02,2,1,1,4,T,0,N
19855,19,170,1-19-2020-170-01,1,2,1,15,T,0,N
19867,21,145,1-21-2020-145-02,2,5,1,3,T,0,N
19924,12,96,1-12-2020-096-07,7,1,1,31,T,0,N
19935,22,130,1-22-2020-130-08,8,3,1,1,T,0,N
19779,20,83,1-20-2020-083-02,2,5,1,4,T,0,N
19782,15,114,1-15-2020-114-09,9,2,1,21,T,0,N
19788,29,163,1-29-2020-163-01,1,5,1,5,T,0,N
19822,11,89,1-11-2020-089-06,6,2,1,4,T,0,N
19831,52,182,1-52-2020-182-01,1,9,1,31,T,0,N
16473,26,19,1-26-2020-019-03,3,3,3,14,F,30,B
16476,33,8,1-33-2020-008-06,6,1,1,14,F,0,0
