CASEID,PSU,CASENO,CASENUMBER,DAMPLANE,CATEGORY,VEHNO,DVLONG,DVLAT,DVTOTAL,CRASHTYPE,PREFHE,MODELYR,BODYTYPE,BODYCAT,SPEEDLIMIT,CRITEVENT,CRASHCONF,DRUGTEST,ALCTESTRESULT,ALCTESTSRC
18026,54,18,1-54-2020-018-07,F,7,2,-5,-2,5,79,0,2006,34,5,72,65,K,0,995,0
18027,14,43,1-14-2020-043-04,F,4,1,999,999,999,68,0,2004,34,5,97,15,J,0,995,0
18027,14,43,1-14-2020-043-04,F,4,2,999,999,999,69,0,2017,20,4,97,62,J,0,995,0
18028,14,44,1-14-2020-044-06,L,6,1,999,999,999,98,0,1994,1,1,97,90,M,0,995,0
18028,14,44,1-14-2020-044-06,F,6,2,999,999,999,98,0,2013,20,4,97,90,M,0,995,0
18029,17,79,1-17-2020-079-07,F,7,1,-16,-3,16,88,0,1998,4,1,48,17,L,0,995,0
18029,17,79,1-17-2020-079-07,L,7,2,-2,10,11,89,0,2011,6,1,48,66,L,0,995,0
18031,17,80,1-17-2020-080-10,L,10,1,-6,10,11,89,0,2005,4,1,48,17,L,0,995,0
18031,17,80,1-17-2020-080-10,F,10,2,-10,-6,11,88,0,2009,14,3,48,66,L,0,995,0
18032,11,42,1-11-2020-042-01,T,1,1,999,999,999,2,1,2001,4,1,89,13,A,1,0,4
18033,11,43,1-11-2020-043-05,F,5,1,999,999,999,1,1,2014,15,3,56,13,A,1,335,2
18034,24,87,1-24-2020-087-03,F,3,1,999,999,999,88,0,2020,20,4,40,17,L,0,995,0
18034,24,87,1-24-2020-087-03,L,3,2,999,999,999,89,0,2016,5,1,40,66,L,0,995,0
18035,24,88,1-24-2020-088-06,F,6,1,-14,5,15,25,0,2012,14,3,80,53,D,1,995,0
18035,24,88,1-24-2020-088-06,F,6,2,999,999,999,24,0,2008,14,3,80,51,D,0,995,0
18036,24,89,1-24-2020-089-03,F,3,1,999,999,999,98,0,2010,6,1,0,62,M,0,995,0
18036,24,89,1-24-2020-089-03,F,3,2,-24,4,25,69,0,2015,15,3,999,62,J,0,995,0
18036,24,89,1-24-2020-089-03,R,3,3,-22,-18,29,68,0,2016,14,3,999,15,J,0,995,0
18037,24,90,1-24-2020-090-01,F,1,1,999,999,999,50,1,2010,34,5,80,10,G,2,66,2
18037,24,90,1-24-2020-090-01,F,1,2,999,999,999,51,0,2003,4,1,80,62,G,1,0,3
18038,52,96,1-52-2020-096-03,F,3,1,-3,2,4,86,0,2012,4,1,56,17,L,2,0,2
18038,52,96,1-52-2020-096-03,R,3,2,-3,-3,4,87,0,2020,14,3,56,66,L,0,995,0
18038,52,96,1-52-2020-096-03,L,3,3,-3,7,7,98,0,2018,14,3,56,62,M,0,995,0
18039,52,97,1-52-2020-097-05,R,5,1,-36,-21,41,64,1,1996,4,1,97,6,I,2,0,2
18039,52,97,1-52-2020-097-05,F,5,2,-38,7,39,65,0,2013,5,1,97,62,I,1,0,2
18040,52,98,1-52-2020-098-04,F,4,1,-15,0,15,28,0,2016,15,3,72,52,D,0,995,0
18040,52,98,1-52-2020-098-04,B,4,2,22,0,22,29,0,2006,4,1,72,53,D,0,995,0
18040,52,98,1-52-2020-098-04,B,4,3,11,0,11,98,0,2016,14,3,72,53,M,0,995,0
18041,52,99,1-52-2020-099-06,F,6,1,999,999,999,86,0,2016,63,8,40,17,L,0,995,0
18041,52,99,1-52-2020-099-06,R,6,2,999,999,999,87,0,2011,34,5,40,66,L,0,995,0
18042,48,43,1-48-2020-043-04,F,4,1,999,999,999,13,0,2017,14,3,105,87,C,0,995,0
18043,48,44,1-48-2020-044-10,B,10,1,999,999,999,2,1,2002,14,3,121,6,A,0,995,0
18044,28,45,1-28-2020-045-08,F,8,1,999,999,999,1,1,2008,34,5,56,13,A,2,0,2
18045,28,46,1-28-2020-046-09,F,9,1,-51,0,51,3,1,2001,14,3,89,87,A,1,0,2
18046,59,31,1-59-2020-031-01,R,1,1,999,999,999,7,1,2000,3,1,48,12,B,2,997,8
18047,59,32,1-59-2020-032-02,L,2,1,-5,13,14,82,0,2004,4,1,56,15,K,0,995,0
18047,59,32,1-59-2020-032-02,F,2,2,-12,-2,12,83,0,2017,4,1,72,67,K,9,998,8
18048,32,87,1-32-2020-087-02,F,2,1,999,999,999,20,0,2018,14,3,113,50,D,0,0,2
18048,32,87,1-32-2020-087-02,B,2,2,999,999,999,21,0,2005,66,8,113,53,D,0,995,0
18049,32,88,1-32-2020-088-01,F,1,1,-64,-23,68,88,0,2010,34,5,64,17,L,2,340,2
18049,32,88,1-32-2020-088-01,L,1,2,-16,93,95,89,0,2007,4,1,64,66,L,1,0,3
18050,32,89,1-32-2020-089-02,F,2,1,999,999,999,88,0,2019,34,5,72,17,L,0,995,0
18050,32,89,1-32-2020-089-02,L,2,2,999,999,999,89,0,2020,5,1,72,66,L,0,995,0
18051,32,90,1-32-2020-090-06,F,6,1,999,999,999,88,0,2008,15,3,64,66,L,0,995,0
18051,32,90,1-32-2020-090-06,L,6,2,999,999,999,89,0,2011,15,3,64,17,L,0,995,0
18052,66,43,1-66-2020-043-09,F,9,1,-11,-10,15,88,0,2002,34,5,48,66,L,0,995,0
18052,66,43,1-66-2020-043-09,L,9,2,-10,12,16,89,0,2001,4,1,48,17,L,0,995,0
18053,66,44,1-66-2020-044-03,L,3,1,-6,8,10,82,0,2014,20,4,89,15,K,0,995,0
18053,66,44,1-66-2020-044-03,F,3,2,-13,-5,14,83,0,2019,4,1,97,67,K,0,995,0
18054,25,58,1-25-2020-058-06,F,6,1,999,999,999,73,1,2012,4,1,56,61,J,0,995,0
18054,25,58,1-25-2020-058-06,L,6,2,999,999,999,72,1,2015,66,8,56,10,J,0,995,0
18055,25,59,1-25-2020-059-09,L,9,1,999,999,999,82,0,2010,14,3,56,15,K,0,995,0
18055,25,59,1-25-2020-059-09,F,9,2,999,999,999,83,0,2007,34,5,56,67,K,0,995,0
18056,25,60,1-25-2020-060-01,R,1,1,999,999,999,1,1,2018,6,1,80,13,A,0,0,3
18057,13,62,1-13-2020-062-03,R,3,1,-28,-23,36,68,0,2017,4,1,64,15,J,0,995,0
18057,13,62,1-13-2020-062-03,F,3,2,-40,23,46,69,0,2017,4,1,64,62,J,0,995,0
18058,13,63,1-13-2020-063-07,L,7,1,-7,8,10,45,0,2014,34,5,97,60,F,0,995,0
18058,13,63,1-13-2020-063-07,R,7,2,6,-10,11,46,1,2005,14,3,97,11,F,0,995,0
18059,13,64,1-13-2020-064-05,F,5,1,-6,-7,9,68,0,2017,34,5,999,15,J,0,995,0
18059,13,64,1-13-2020-064-05,L,5,2,-18,10,20,69,0,2015,4,1,999,62,J,0,0,2
18061,76,46,1-76-2020-046-09,F,9,1,999,999,999,1,1,2005,14,3,89,13,A,9,998,8
18062,76,47,1-76-2020-047-03,F,3,1,999,999,999,1,1,2017,4,1,89,13,A,9,998,8
18063,31,41,1-31-2020-041-07,R,7,1,-4,-7,8,87,0,1999,34,5,89,17,L,0,995,0
18063,31,41,1-31-2020-041-07,F,7,2,-23,13,26,86,0,2015,5,1,89,66,L,0,995,0
18064,31,42,1-31-2020-042-10,F,10,1,-37,0,37,1,1,2007,34,5,89,13,A,0,995,0
18065,19,87,1-19-2020-087-04,F,4,1,-8,3,9,28,0,2020,34,5,89,52,D,0,995,0
18065,19,87,1-19-2020-087-04,B,4,2,11,0,11,30,0,2008,4,1,89,18,D,0,995,0
18066,19,88,1-19-2020-088-03,F,3,1,-16,3,17,20,0,2016,34,5,89,50,D,0,995,0
18066,19,88,1-19-2020-088-03,B,3,2,21,-4,22,21,0,2019,14,3,89,53,D,0,995,0
18067,19,89,1-19-2020-089-04,R,4,1,-11,-20,23,87,0,2019,4,1,56,17,L,0,995,0
18067,19,89,1-19-2020-089-04,F,4,2,-23,13,26,86,0,2019,9,1,56,66,L,0,995,0
18068,19,90,1-19-2020-090-07,T,7,1,999,999,999,7,1,2011,34,5,72,12,B,0,995,0
18069,33,56,1-33-2020-056-06,R,6,1,4,-12,12,64,1,2008,4,1,89,10,I,0,995,0
18069,33,56,1-33-2020-056-06,L,6,2,-8,9,12,65,1,2015,6,1,89,62,I,1,0,2
18070,33,57,1-33-2020-057-06,F,6,1,-9,5,11,82,0,2003,4,1,24,15,K,0,995,0
18070,33,57,1-33-2020-057-06,R,6,2,-5,-9,11,83,0,2015,5,1,56,72,K,0,995,0
18071,33,58,1-33-2020-058-09,L,9,1,999,999,999,44,1,2007,2,1,105,11,F,0,995,0
18071,33,58,1-33-2020-058-09,L,9,2,999,999,999,45,0,2003,14,3,105,60,F,0,995,0
18072,29,90,1-29-2020-090-06,F,6,1,-16,6,17,6,1,2015,4,1,105,12,B,0,995,0
18072,29,90,1-29-2020-090-06,U,6,2,999,999,999,98,0,2019,4,1,105,90,M,0,995,0
18073,29,91,1-29-2020-091-06,L,6,1,-2,5,5,82,0,2014,34,5,56,15,K,0,995,0
18073,29,91,1-29-2020-091-06,F,6,2,-6,0,6,83,0,2014,4,1,56,67,K,0,995,0
18074,29,92,1-29-2020-092-06,F,6,1,-15,-9,18,88,0,2015,4,1,48,17,L,0,995,0
18074,29,92,1-29-2020-092-06,L,6,2,-9,15,18,89,0,2008,2,1,48,66,L,0,995,0
18075,29,93,1-29-2020-093-08,F,8,1,-54,0,54,6,1,2000,4,1,48,12,B,0,995,0
18076,18,41,1-18-2020-041-09,T,9,1,999,999,999,6,1,2007,6,1,113,12,B,0,995,0
18077,18,42,1-18-2020-042-04,F,4,1,999,999,999,13,0,2016,4,1,89,87,C,0,995,0
18078,12,50,1-12-2020-050-04,F,4,1,999,999,999,13,0,2020,15,3,113,87,C,0,995,0
18079,12,51,1-12-2020-051-04,L,4,1,-8,10,13,89,0,2018,4,1,40,17,L,0,995,0
18079,12,51,1-12-2020-051-04,F,4,2,-10,-9,13,88,0,2012,5,1,40,66,L,0,995,0
18080,16,67,1-16-2020-067-03,F,3,1,-23,8,24,86,0,2016,4,1,56,17,L,0,995,0
18080,16,67,1-16-2020-067-03,R,3,2,-4,-21,21,87,0,2019,14,3,48,66,L,0,995,0
18081,16,68,1-16-2020-068-07,R,7,1,0,-25,25,87,0,2009,4,1,40,17,L,0,995,0
18081,16,68,1-16-2020-068-07,F,7,2,-13,2,13,86,0,2013,15,3,56,66,L,0,995,0
18082,16,69,1-16-2020-069-03,F,3,1,-16,0,16,2,1,2019,34,5,105,6,A,0,995,0
18083,21,76,1-21-2020-076-05,F,5,1,-19,-7,20,88,0,2014,4,1,64,17,L,0,997,8
18083,21,76,1-21-2020-076-05,L,5,2,4,20,21,89,0,2015,4,1,64,66,L,0,995,0
18084,21,77,1-21-2020-077-02,T,2,1,999,999,999,7,1,2018,34,5,113,1,B,0,995,0
18085,15,54,1-15-2020-054-05,F,5,1,999,999,999,3,1,2015,4,1,48,87,A,9,0,2
18086,15,55,1-15-2020-055-03,F,3,1,999,999,999,1,1,2019,4,1,48,13,A,9,237,2
18087,15,56,1-15-2020-056-04,F,4,1,999,999,999,6,1,2019,4,1,48,12,B,3,998,8
18088,27,45,1-27-2020-045-06,F,6,1,999,999,999,82,0,2013,4,1,48,15,K,0,995,0
18088,27,45,1-27-2020-045-06,F,6,2,999,999,999,83,0,2014,4,1,48,67,K,0,995,0
18089,27,46,1-27-2020-046-06,L,6,1,-7,9,12,89,0,2015,14,3,40,17,L,0,995,0
18089,27,46,1-27-2020-046-06,F,6,2,-8,-3,8,88,0,2005,34,5,40,66,L,0,995,0
18090,22,61,1-22-2020-061-04,L,4,1,-3,1,3,89,0,2018,14,3,40,66,L,0,995,0
18090,22,61,1-22-2020-061-04,F,4,2,-1,-3,3,88,0,2017,14,3,40,17,L,0,995,0
18091,22,62,1-22-2020-062-09,F,9,1,-34,0,34,28,0,2008,14,3,40,52,D,0,995,0
18091,22,62,1-22-2020-062-09,B,9,2,38,0,38,29,0,2001,14,3,40,53,D,0,995,0
18092,22,63,1-22-2020-063-04,L,4,1,-8,9,12,89,0,2014,4,1,40,17,L,0,995,0
18092,22,63,1-22-2020-063-04,F,4,2,-7,-8,10,88,0,2017,15,3,40,66,L,0,995,0
18093,26,92,1-26-2020-092-02,T,2,1,999,999,999,6,1,2016,4,1,105,12,B,1,290,2
18094,26,93,1-26-2020-093-10,L,10,1,5,6,8,98,1,2000,20,4,48,21,M,0,995,0
18094,26,93,1-26-2020-093-10,F,10,2,-8,-1,9,98,0,2016,14,3,48,61,M,0,995,0
18095,30,73,1-30-2020-073-04,F,4,1,999,999,999,82,0,2005,4,1,64,15,K,0,995,0
18095,30,73,1-30-2020-073-04,R,4,2,999,999,999,83,0,2000,34,5,64,67,K,0,995,0
18095,30,73,1-30-2020-073-04,F,4,3,999,999,999,98,0,2019,14,3,64,62,M,0,995,0
18096,30,74,1-30-2020-074-07,F,7,1,999,999,999,28,0,2013,34,5,72,52,D,0,995,0
18096,30,74,1-30-2020-074-07,B,7,2,999,999,999,31,0,2015,20,4,72,53,D,0,995,0
18096,30,74,1-30-2020-074-07,L,7,3,999,999,999,98,0,2013,4,1,72,62,M,0,995,0
18096,30,74,1-30-2020-074-07,F,7,4,999,999,999,98,0,2008,34,5,72,62,M,0,995,0
18097,30,75,1-30-2020-075-02,F,2,1,-57,33,66,69,0,2018,2,1,72,17,J,0,995,0
18097,30,75,1-30-2020-075-02,R,2,2,-36,-30,46,68,0,2014,34,5,72,63,J,0,995,0
18099,23,31,1-23-2020-031-07,F,7,1,999,999,999,13,0,2012,20,4,89,87,C,0,995,0
18100,77,58,1-77-2020-058-04,F,4,1,-15,0,15,8,1,2018,4,1,89,87,B,0,995,0
18101,20,46,1-20-2020-046-03,L,3,1,-3,15,15,82,0,2003,4,1,89,15,K,0,995,0
18101,20,46,1-20-2020-046-03,F,3,2,-12,2,13,83,0,2020,4,1,105,67,K,0,995,0
18102,77,59,1-77-2020-059-08,L,8,1,7,40,41,7,1,2004,4,1,97,12,B,9,997,8
18103,77,60,1-77-2020-060-02,F,2,1,-22,-4,23,83,0,2016,4,1,72,72,K,0,995,0
18103,77,60,1-77-2020-060-02,L,2,2,-9,16,19,82,0,2014,6,1,72,15,K,0,995,0
18105,14,46,1-14-2020-046-04,L,4,1,999,999,999,3,1,2016,6,1,97,87,A,0,995,0
18106,54,19,1-54-2020-019-01,F,1,1,-89,0,89,1,1,2007,4,1,56,13,A,0,995,0
18107,10,95,1-10-2020-095-06,F,6,1,-15,-3,15,50,1,2012,4,1,72,10,G,0,995,0
18107,10,95,1-10-2020-095-06,F,6,2,-15,-5,16,51,0,2012,14,3,72,62,G,0,995,0
18108,10,96,1-10-2020-096-01,T,1,1,999,999,999,7,1,2006,4,1,64,9,B,3,997,8
18109,10,97,1-10-2020-097-09,F,9,1,999,999,999,20,0,2017,29,4,56,50,D,0,995,0
18109,10,97,1-10-2020-097-09,B,9,2,999,999,999,21,0,2009,34,5,56,53,D,0,995,0
18110,10,98,1-10-2020-098-04,F,4,1,999,999,999,13,0,2020,4,1,56,87,C,0,995,0
18111,17,81,1-17-2020-081-05,F,5,1,999,999,999,6,1,2012,4,1,72,12,B,2,219,2
18112,17,82,1-17-2020-082-06,F,6,1,999,999,999,1,1,2013,14,3,89,13,A,0,995,0
18114,11,45,1-11-2020-045-02,T,2,1,999,999,999,7,1,2017,4,1,97,12,B,2,186,2
18115,24,91,1-24-2020-091-07,F,7,1,-12,0,12,28,0,2012,4,1,80,52,D,0,995,0
18115,24,91,1-24-2020-091-07,B,7,2,10,2,10,29,0,2019,14,3,80,53,D,0,995,0
18116,24,92,1-24-2020-092-06,L,6,1,-16,27,31,89,0,2005,2,1,40,17,L,0,995,0
18116,24,92,1-24-2020-092-06,F,6,2,-16,-9,18,88,0,2013,20,4,40,66,L,0,995,0
18117,48,45,1-48-2020-045-07,B,7,1,13,-2,13,2,1,2015,4,1,113,6,A,0,995,0
18118,48,46,1-48-2020-046-06,F,6,1,999,999,999,7,1,2012,4,1,121,6,B,0,995,0
18119,14,45,1-14-2020-045-04,F,4,1,999,999,999,78,0,2015,34,5,64,16,K,0,995,0
18119,14,45,1-14-2020-045-04,R,4,2,999,999,999,79,0,2017,2,1,64,70,K,0,995,0
18122,25,63,1-25-2020-063-03,R,3,1,999,999,999,87,0,2017,14,3,40,17,L,0,995,0
18122,25,63,1-25-2020-063-03,F,3,2,999,999,999,86,0,2015,14,3,40,66,L,0,995,0
18124,73,49,1-73-2020-049-10,F,10,1,999,999,999,6,1,2007,6,1,72,12,B,0,995,0
18125,13,65,1-13-2020-065-01,L,1,1,-11,62,63,89,0,2009,4,1,64,17,L,2,0,2
18125,13,65,1-13-2020-065-01,F,1,2,-53,-9,54,88,0,2012,4,1,64,68,L,0,995,0
18126,59,33,1-59-2020-033-07,R,7,1,-7,-18,19,68,0,2005,34,5,48,15,J,0,995,0
18126,59,33,1-59-2020-033-07,F,7,2,-17,0,17,69,0,2014,4,1,48,62,J,0,995,0
18127,59,34,1-59-2020-034-04,F,4,1,-17,0,17,93,0,2016,4,1,48,56,M,0,995,0
18127,59,34,1-59-2020-034-04,B,4,2,10,0,10,92,0,2012,34,5,48,20,M,0,995,0
18128,11,44,1-11-2020-044-01,R,1,1,999,999,999,7,1,2016,2,1,72,12,B,2,0,3
18129,28,47,1-28-2020-047-04,F,4,1,-11,-4,12,1,1,2017,4,1,40,13,A,0,995,0
18130,16,70,1-16-2020-070-06,F,6,1,999,999,999,64,1,2012,2,1,56,10,I,3,995,0
18130,16,70,1-16-2020-070-06,L,6,2,999,999,999,65,0,2015,4,1,56,62,I,0,995,0
18131,16,71,1-16-2020-071-03,F,3,1,-23,-4,24,88,0,2019,14,3,56,17,L,0,995,0
18131,16,71,1-16-2020-071-03,L,3,2,-5,13,14,89,0,2004,15,3,56,66,L,0,995,0
18133,32,91,1-32-2020-091-05,B,5,1,999,999,999,32,1,9999,99,10,64,53,D,0,995,0
18133,32,91,1-32-2020-091-05,F,5,2,-49,-9,50,32,0,2015,4,1,64,61,D,0,995,0
18134,32,92,1-32-2020-092-07,F,7,1,-22,0,22,83,0,2004,21,4,72,17,K,0,995,0
18134,32,92,1-32-2020-092-07,F,7,2,-22,8,23,82,0,2013,4,1,72,66,K,0,995,0
18135,32,93,1-32-2020-093-03,R,3,1,14,-8,17,46,1,2005,4,1,64,11,F,0,995,0
18135,32,93,1-32-2020-093-03,F,3,2,-8,5,9,45,0,2017,34,5,64,60,F,0,995,0
18136,32,94,1-32-2020-094-04,F,4,1,999,999,999,28,0,2016,4,1,105,52,D,0,995,0
18136,32,94,1-32-2020-094-04,B,4,2,999,999,999,29,0,9999,48,6,105,53,D,0,995,0
18137,66,45,1-66-2020-045-07,F,7,1,999,999,999,1,1,2011,14,3,89,13,A,0,995,0
18138,66,46,1-66-2020-046-07,F,7,1,-17,-3,17,88,0,2013,4,1,40,66,L,0,995,0
18138,66,46,1-66-2020-046-07,L,7,2,-3,19,20,89,0,2013,4,1,40,17,L,0,995,0
18140,27,48,1-27-2020-048-02,R,2,1,999,999,999,7,1,2016,4,1,80,12,B,1,215,2
18141,31,43,1-31-2020-043-08,T,8,1,999,999,999,3,1,2006,2,1,89,87,A,0,995,0
18142,31,44,1-31-2020-044-08,F,8,1,999,999,999,6,1,1996,34,5,89,12,B,0,995,0
18144,12,52,1-12-2020-052-07,L,7,1,-6,7,9,82,0,2011,14,3,56,15,K,0,995,0
18144,12,52,1-12-2020-052-07,F,7,2,-5,-2,6,83,0,2020,15,3,56,67,K,0,995,0
18145,12,53,1-12-2020-053-03,F,3,1,999,999,999,73,1,2017,4,1,105,17,J,0,995,0
18145,12,53,1-12-2020-053-03,L,3,2,999,999,999,72,0,2018,34,5,105,60,J,0,995,0
18147,76,48,1-76-2020-048-03,F,3,1,-55,0,55,68,0,2017,14,3,89,15,J,9,998,8
18147,76,48,1-76-2020-048-03,F,3,2,-39,0,39,69,0,2019,34,5,89,62,J,0,995,0
18148,19,91,1-19-2020-091-09,F,9,1,999,999,999,1,1,2005,4,1,89,13,A,0,995,0
18149,19,92,1-19-2020-092-08,F,8,1,999,999,999,6,1,1992,34,5,72,12,B,1,0,2
18150,19,93,1-19-2020-093-05,R,5,1,-22,-38,44,87,0,2015,4,1,56,17,L,0,0,2
18150,19,93,1-19-2020-093-05,F,5,2,-22,8,24,86,0,2009,34,5,72,66,L,0,995,0
18151,19,94,1-19-2020-094-03,F,3,1,-5,-1,5,28,0,2008,15,3,72,52,D,0,995,0
18151,19,94,1-19-2020-094-03,B,3,2,9,2,9,29,0,2020,4,1,72,53,D,0,995,0
18151,19,94,1-19-2020-094-03,B,3,3,999,999,999,98,0,2011,20,4,72,53,M,0,995,0
18152,26,94,1-26-2020-094-03,F,3,1,999,999,999,1,1,2016,14,3,72,13,A,0,90,1
18153,26,95,1-26-2020-095-01,F,1,1,999,999,999,52,0,2003,6,1,105,54,G,2,243,4
18153,26,95,1-26-2020-095-01,F,1,2,999,999,999,52,0,1992,6,1,105,54,G,2,0,4
18154,26,96,1-26-2020-096-04,L,4,1,999,999,999,98,1,2017,4,1,40,21,M,0,995,0
18154,26,96,1-26-2020-096-04,F,4,2,999,999,999,98,1,2020,80,9,40,51,M,0,995,0
18157,18,44,1-18-2020-044-03,F,3,1,-59,0,59,24,0,2014,14,3,89,51,D,0,995,0
18157,18,44,1-18-2020-044-03,B,3,2,60,0,60,25,0,2017,14,3,89,53,D,0,995,0
18158,29,94,1-29-2020-094-09,R,9,1,-6,-18,19,84,1,1999,34,5,64,6,K,0,995,0
18158,29,94,1-29-2020-094-09,F,9,2,-22,-8,23,84,0,2007,6,1,64,62,K,0,995,0
18159,29,95,1-29-2020-095-03,F,3,1,999,999,999,64,1,2019,4,1,40,10,I,0,995,0
18159,29,95,1-29-2020-095-03,L,3,2,999,999,999,65,1,2010,34,5,40,62,I,0,995,0
18160,29,96,1-29-2020-096-04,F,4,1,999,999,999,82,0,2007,34,5,40,15,K,9,998,8
18160,29,96,1-29-2020-096-04,F,4,2,999,999,999,83,0,2016,14,3,40,72,K,9,998,8
18161,29,97,1-29-2020-097-07,F,7,1,-26,5,26,28,0,2015,6,1,56,52,D,9,998,8
18161,29,97,1-29-2020-097-07,B,7,2,23,0,23,30,0,2004,15,3,56,53,D,9,998,8
18162,15,57,1-15-2020-057-03,L,3,1,999,999,999,82,0,2019,4,1,64,15,K,9,998,8
18162,15,57,1-15-2020-057-03,F,3,2,999,999,999,83,0,2018,6,1,64,67,K,9,998,8
18164,15,59,1-15-2020-059-07,F,7,1,-25,0,25,28,0,2015,14,3,48,52,D,9,998,8
18164,15,59,1-15-2020-059-07,B,7,2,19,0,19,29,0,2018,34,5,48,53,D,9,998,8
18165,22,64,1-22-2020-064-10,R,10,1,999,999,999,2,1,1994,34,5,80,13,A,0,995,0
18166,22,65,1-22-2020-065-09,L,9,1,999,999,999,1,1,1998,4,1,80,13,A,0,995,0
18167,22,66,1-22-2020-066-10,T,10,1,999,999,999,1,1,1998,34,5,56,13,A,0,995,0
18168,33,59,1-33-2020-059-06,R,6,1,999,999,999,1,1,2014,14,3,89,13,A,0,995,0
18169,33,60,1-33-2020-060-08,F,8,1,-55,0,55,50,1,2010,4,1,89,10,G,1,174,2
18169,33,60,1-33-2020-060-08,F,8,2,-40,7,40,51,0,2001,34,5,89,62,G,0,995,0
18170,33,61,1-33-2020-061-03,F,3,1,-14,-2,14,64,1,1994,4,1,64,10,I,3,0,1
18170,33,61,1-33-2020-061-03,L,3,2,-11,4,12,65,1,2017,5,1,64,62,I,0,995,0
18171,15,60,1-15-2020-060-03,R,3,1,-11,-30,32,68,0,2019,15,3,48,15,J,0,995,0
18171,15,60,1-15-2020-060-03,F,3,2,-21,37,43,69,0,2008,14,3,48,62,J,2,0,2
18172,18,45,1-18-2020-045-03,R,3,1,-14,-38,40,68,0,1993,4,1,72,15,J,0,995,0
18172,18,45,1-18-2020-045-03,F,3,2,-16,3,17,69,0,2017,34,5,72,62,J,0,995,0
18173,21,78,1-21-2020-078-05,F,5,1,999,999,999,1,1,2014,4,1,113,13,A,0,995,0
18174,21,79,1-21-2020-079-08,R,8,1,-16,-6,17,68,0,2002,14,3,64,15,J,2,297,2
18174,21,79,1-21-2020-079-08,F,8,2,-16,3,16,69,0,2004,6,1,64,62,J,0,995,0
18175,21,80,1-21-2020-080-03,L,3,1,999,999,999,7,1,2018,34,5,89,12,B,0,995,0
18176,21,81,1-21-2020-081-09,F,9,1,-57,0,57,1,1,2010,4,1,56,13,A,0,995,0
18177,20,47,1-20-2020-047-03,T,3,1,999,999,999,1,1,2019,4,1,89,13,A,9,997,8
18178,30,76,1-30-2020-076-05,R,5,1,999,999,999,6,1,2011,4,1,121,12,B,0,120,2
18179,30,77,1-30-2020-077-03,F,3,1,999,999,999,20,0,2016,34,5,105,50,D,0,995,0
18179,30,77,1-30-2020-077-03,B,3,2,999,999,999,21,0,2019,14,3,105,53,D,0,995,0
18179,30,77,1-30-2020-077-03,B,3,3,999,999,999,98,0,2009,4,1,105,53,M,0,995,0
18180,30,78,1-30-2020-078-08,T,8,1,999,999,999,6,1,2003,14,3,105,12,B,0,995,0
18181,23,32,1-23-2020-032-05,B,5,1,999,999,999,25,0,2016,66,8,113,53,D,0,995,0
18181,23,32,1-23-2020-032-05,B,5,2,999,999,999,24,0,2015,4,1,113,51,D,0,995,0
18181,23,32,1-23-2020-032-05,F,5,3,999,999,999,98,0,2010,4,1,113,61,M,0,995,0
18182,26,98,1-26-2020-098-05,F,5,1,-12,-10,15,88,0,2001,4,1,64,17,L,0,995,0
18182,26,98,1-26-2020-098-05,L,5,2,-12,14,18,89,0,2014,14,3,64,66,L,9,37,2
18185,52,102,1-52-2020-102-03,F,3,1,999,999,999,3,1,2018,4,1,56,62,A,0,995,0
18186,52,103,1-52-2020-103-06,U,6,1,999,999,999,1,1,2013,4,1,24,13,A,0,995,0
18187,52,100,1-52-2020-100-10,F,10,1,999,999,999,28,0,2000,4,1,72,52,D,0,995,0
18187,52,100,1-52-2020-100-10,B,10,2,999,999,999,29,0,2011,28,4,72,53,D,0,995,0
18188,52,104,1-52-2020-104-03,L,3,1,4,11,11,72,1,2015,15,3,56,10,J,0,995,0
18188,52,104,1-52-2020-104-03,F,3,2,-13,-8,15,73,0,2017,5,1,56,61,J,0,995,0
18189,16,73,1-16-2020-073-08,R,8,1,7,-19,20,48,1,2005,4,1,89,6,F,0,995,0
18189,16,73,1-16-2020-073-08,F,8,2,-14,-3,15,48,0,2008,21,4,89,60,F,0,995,0
18190,73,50,1-73-2020-050-04,L,4,1,999,999,999,98,1,2020,15,3,72,21,M,0,995,0
18190,73,50,1-73-2020-050-04,F,4,2,999,999,999,98,0,2006,4,1,72,72,M,0,995,0
18191,25,64,1-25-2020-064-03,F,3,1,-11,4,12,86,0,2006,14,3,48,17,L,0,995,0
18191,25,64,1-25-2020-064-03,R,3,2,-9,-15,17,87,0,2018,14,3,48,66,L,0,995,0
18192,25,65,1-25-2020-065-07,R,7,1,999,999,999,68,0,2015,14,3,56,15,J,0,995,0
18192,25,65,1-25-2020-065-07,F,7,2,999,999,999,69,0,2002,80,9,56,62,J,0,995,0
18193,27,49,1-27-2020-049-03,L,3,1,3,4,5,48,1,2016,4,1,48,10,F,9,995,0
18193,27,49,1-27-2020-049-03,F,3,2,-3,-3,4,48,0,2013,4,1,48,64,F,9,995,0
18196,77,61,1-77-2020-061-06,F,6,1,999,999,999,13,0,2014,4,1,105,87,C,0,995,0
18197,77,62,1-77-2020-062-01,F,1,1,999,999,999,50,1,2013,4,1,89,10,G,1,0,3
18197,77,62,1-77-2020-062-01,F,1,2,999,999,999,51,1,2012,34,5,89,62,G,0,995,0
18198,14,47,1-14-2020-047-04,F,4,1,999,999,999,2,1,2016,4,1,72,13,A,3,177,1
