CASEID,PSU,CASENO,CASENUMBER,DAMPLANE,CATEGORY,VEHNO,DVLONG,DVLAT,DVTOTAL,CRASHTYPE,PREFHE,MODELYR,BODYTYPE,BODYCAT,SPEEDLIMIT,CRITEVENT,CRASHCONF,DRUGTEST,ALCTESTRESULT,ALCTESTSRC
18199,14,48,1-14-2020-048-03,L,3,1,999,999,999,1,1,2017,34,5,89,13,A,3,250,2
18200,10,99,1-10-2020-099-03,L,3,1,999,999,999,89,0,9999,99,10,40,17,L,0,995,0
18200,10,99,1-10-2020-099-03,F,3,2,999,999,999,88,0,2017,4,1,40,66,L,0,995,0
18201,10,100,1-10-2020-100-04,F,4,1,999,999,999,78,0,2017,4,1,80,16,K,0,995,0
18201,10,100,1-10-2020-100-04,R,4,2,999,999,999,79,0,2013,4,1,80,65,K,0,995,0
18202,10,101,1-10-2020-101-03,B,3,1,49,0,49,21,0,2018,4,1,72,53,D,0,995,0
18202,10,101,1-10-2020-101-03,F,3,2,-38,0,38,20,0,2013,4,1,72,50,D,0,995,0
18203,10,102,1-10-2020-102-06,F,6,1,-15,6,16,83,0,2004,4,1,64,17,K,0,995,0
18203,10,102,1-10-2020-102-06,L,6,2,-2,13,13,82,0,2011,4,1,56,66,K,0,995,0
18204,54,20,1-54-2020-020-04,F,4,1,999,999,999,1,1,2016,6,1,72,13,A,0,995,0
18205,17,83,1-17-2020-083-06,F,6,1,-26,0,26,28,0,2012,14,3,48,52,D,0,995,0
18205,17,83,1-17-2020-083-06,B,6,2,30,0,30,29,0,2014,4,1,48,53,D,0,995,0
18205,17,83,1-17-2020-083-06,B,6,3,14,0,14,98,0,2011,14,3,48,53,M,0,995,0
18206,17,84,1-17-2020-084-08,R,8,1,-23,-13,26,68,0,2008,6,1,48,15,J,0,995,0
18206,17,84,1-17-2020-084-08,F,8,2,-25,4,25,69,0,1999,4,1,48,62,J,0,995,0
18211,11,46,1-11-2020-046-08,F,8,1,999,999,999,6,1,1985,34,5,72,12,B,0,995,0
18212,11,47,1-11-2020-047-07,F,7,1,-14,0,14,20,0,2015,4,1,72,50,D,0,995,0
18212,11,47,1-11-2020-047-07,B,7,2,11,0,11,21,0,2009,4,1,72,53,D,0,995,0
18213,52,105,1-52-2020-105-07,F,7,1,-5,2,5,83,0,1997,34,5,56,17,K,9,998,8
18213,52,105,1-52-2020-105-07,L,7,2,-4,7,8,82,0,2015,4,1,56,66,K,0,995,0
18214,52,106,1-52-2020-106-02,F,2,1,-20,24,31,86,0,1994,34,5,97,17,L,0,995,0
18214,52,106,1-52-2020-106-02,R,2,2,-18,-15,23,87,0,2016,15,3,97,66,L,0,995,0
18215,52,107,1-52-2020-107-03,B,3,1,999,999,999,98,0,1973,79,8,72,53,M,0,995,0
18215,52,107,1-52-2020-107-03,B,3,2,34,0,34,25,0,2017,4,1,72,53,D,0,995,0
18215,52,107,1-52-2020-107-03,F,3,3,-20,0,20,24,0,2017,34,5,72,51,D,0,995,0
18218,24,94,1-24-2020-094-04,B,4,1,999,999,999,92,0,2018,64,8,72,20,M,0,995,0
18218,24,94,1-24-2020-094-04,9,4,2,999,999,999,93,0,2019,4,1,72,56,M,0,995,0
18219,24,95,1-24-2020-095-04,B,4,1,999,999,999,21,0,9999,9,1,80,53,D,0,995,0
18219,24,95,1-24-2020-095-04,F,4,2,999,999,999,20,0,2019,4,1,80,50,D,0,995,0
18220,24,96,1-24-2020-096-07,9,7,1,999,999,999,13,0,2013,4,1,80,87,C,0,995,0
18221,28,48,1-28-2020-048-06,T,6,1,999,999,999,1,1,2011,14,3,89,13,A,0,995,0
18222,28,49,1-28-2020-049-04,F,4,1,999,999,999,1,1,2017,6,1,40,13,A,0,995,0
18223,48,47,1-48-2020-047-03,T,3,1,999,999,999,7,1,2017,4,1,129,6,B,0,995,0
18224,48,48,1-48-2020-048-03,R,3,1,999,999,999,64,1,2017,4,1,80,10,I,1,263,2
18224,48,48,1-48-2020-048-03,F,3,2,999,999,999,65,1,2008,34,5,80,62,I,0,995,0
18224,48,48,1-48-2020-048-03,B,3,3,999,999,999,99,99,2017,4,1,999,99,N,9,999,8
18225,16,74,1-16-2020-074-03,F,3,1,-6,7,10,86,0,2009,6,1,56,17,L,0,995,0
18225,16,74,1-16-2020-074-03,R,3,2,-5,-9,10,87,0,2020,4,1,56,66,L,0,995,0
18226,16,75,1-16-2020-075-02,F,2,1,999,999,999,86,0,2006,2,1,40,17,L,0,995,0
18226,16,75,1-16-2020-075-02,R,2,2,999,999,999,87,0,2017,4,1,40,66,L,0,995,0
18227,16,76,1-16-2020-076-01,F,1,1,-60,0,60,6,1,2005,20,4,48,12,B,1,0,3
18228,16,77,1-16-2020-077-05,F,5,1,-43,25,50,69,0,1996,4,1,56,62,J,0,995,0
18228,16,77,1-16-2020-077-05,F,5,2,-29,-10,30,68,0,2013,14,3,56,15,J,0,995,0
18229,59,35,1-59-2020-035-07,F,7,1,999,999,999,3,1,2011,34,5,89,87,A,1,270,1
18230,66,47,1-66-2020-047-07,F,7,1,-13,2,13,69,0,2011,4,1,40,62,J,0,995,0
18230,66,47,1-66-2020-047-07,R,7,2,-6,-8,10,68,0,2008,14,3,40,15,J,0,995,0
18231,66,48,1-66-2020-048-10,F,10,1,999,999,999,6,1,2000,34,5,64,12,B,0,995,0
18232,32,95,1-32-2020-095-06,R,6,1,17,-30,34,76,0,1988,34,5,72,15,K,0,995,0
18232,32,95,1-32-2020-095-06,F,6,2,-24,4,24,77,0,2014,4,1,72,65,K,0,995,0
18233,32,96,1-32-2020-096-02,F,2,1,-48,17,51,98,0,2009,14,3,105,54,M,3,997,8
18233,32,96,1-32-2020-096-02,L,2,2,-1,3,3,98,1,2020,14,3,105,54,M,0,995,0
18233,32,96,1-32-2020-096-02,F,2,3,-73,13,74,98,0,2017,5,1,105,54,M,2,0,2
18234,32,97,1-32-2020-097-07,R,7,1,-6,-10,11,68,0,2004,4,1,72,15,J,0,995,0
18234,32,97,1-32-2020-097-07,F,7,2,-11,-2,11,69,0,2014,4,1,72,62,J,0,995,0
18234,32,97,1-32-2020-097-07,F,7,3,999,999,999,98,0,2020,2,1,72,67,M,0,995,0
18235,32,98,1-32-2020-098-05,F,5,1,-58,10,59,28,0,2015,4,1,56,52,D,2,257,2
18235,32,98,1-32-2020-098-05,B,5,2,43,0,43,29,0,2012,34,5,56,53,D,0,995,0
18236,27,50,1-27-2020-050-06,F,6,1,999,999,999,20,0,2011,34,5,56,50,D,9,998,8
18236,27,50,1-27-2020-050-06,B,6,2,999,999,999,21,0,2019,62,8,56,53,D,9,998,8
18237,27,51,1-27-2020-051-08,F,8,1,999,999,999,12,1,2007,6,1,48,10,C,2,0,2
18238,25,66,1-25-2020-066-04,R,4,1,999,999,999,68,0,2016,14,3,56,15,J,0,995,0
18238,25,66,1-25-2020-066-04,F,4,2,999,999,999,69,0,2019,34,5,56,62,J,0,995,0
18239,25,67,1-25-2020-067-01,L,1,1,999,999,999,2,1,2001,6,1,40,13,A,0,143,3
18241,73,52,1-73-2020-052-06,F,6,1,999,999,999,1,1,2011,4,1,56,13,A,0,997,8
18242,12,54,1-12-2020-054-06,F,6,1,999,999,999,50,1,2014,4,1,56,10,G,0,995,0
18242,12,54,1-12-2020-054-06,F,6,2,999,999,999,51,0,2012,14,3,56,62,G,0,995,0
18243,12,55,1-12-2020-055-02,T,2,1,999,999,999,7,1,2016,4,1,113,1,B,0,995,0
18244,13,66,1-13-2020-066-06,R,6,1,999,999,999,45,0,2015,6,1,89,61,F,0,995,0
18244,13,66,1-13-2020-066-06,L,6,2,999,999,999,47,1,2015,34,5,89,10,F,0,995,0
18245,19,95,1-19-2020-095-03,R,3,1,-9,-25,26,87,0,2018,34,5,105,17,L,0,995,0
18245,19,95,1-19-2020-095-03,F,3,2,-31,5,32,86,0,2017,14,3,105,66,L,0,995,0
18246,19,96,1-19-2020-096-03,F,3,1,-22,0,22,20,0,2018,4,1,72,50,D,0,995,0
18246,19,96,1-19-2020-096-03,B,3,2,23,0,23,21,8,2018,4,1,72,53,D,8,887,6
18247,19,97,1-19-2020-097-08,R,8,1,999,999,999,7,1,2007,34,5,113,6,B,0,0,2
18251,19,99,1-19-2020-099-09,F,9,1,999,999,999,4,1,2001,4,1,89,13,A,2,0,2
18252,18,46,1-18-2020-046-02,F,2,1,-18,0,18,6,1,2018,14,3,56,12,B,2,0,2
18253,18,47,1-18-2020-047-08,T,8,1,999,999,999,7,1,2002,4,1,113,6,B,0,0,2
18254,29,98,1-29-2020-098-10,R,10,1,999,999,999,3,1,2005,4,1,56,13,A,0,995,0
18255,29,99,1-29-2020-099-04,R,4,1,-6,-10,12,87,0,2016,4,1,48,17,L,9,998,8
18255,29,99,1-29-2020-099-04,F,4,2,-7,4,8,86,0,2016,14,3,48,66,L,9,998,8
18256,29,100,1-29-2020-100-06,F,6,1,-15,-12,19,88,0,2010,4,1,40,17,L,0,995,0
18256,29,100,1-29-2020-100-06,L,6,2,-10,12,16,89,0,2014,4,1,40,66,L,0,995,0
18257,29,101,1-29-2020-101-04,R,4,1,-18,-21,28,87,0,2019,5,1,40,17,L,0,995,0
18257,29,101,1-29-2020-101-04,F,4,2,-18,10,21,86,0,2011,14,3,40,66,L,0,995,0
18259,15,61,1-15-2020-061-01,F,1,1,999,999,999,1,1,2007,4,1,48,13,A,1,0,3
18261,15,63,1-15-2020-063-10,F,10,1,999,999,999,7,1,2002,4,1,48,9,B,0,998,8
18262,76,49,1-76-2020-049-10,F,10,1,999,999,999,1,1,2007,4,1,89,13,A,9,998,8
18263,33,62,1-33-2020-062-06,F,6,1,-31,0,31,11,1,2013,4,1,64,12,C,0,997,8
18263,33,62,1-33-2020-062-06,B,6,2,999,999,999,99,99,1999,15,3,999,99,N,9,999,8
18264,26,101,1-26-2020-101-02,F,2,1,-9,-5,10,28,0,2017,2,1,105,52,D,0,995,0
18264,26,101,1-26-2020-101-02,B,2,2,9,3,10,29,0,2018,4,1,105,53,D,0,995,0
18267,22,68,1-22-2020-068-03,F,3,1,999,999,999,13,0,2016,6,1,105,87,C,0,995,0
18268,22,69,1-22-2020-069-06,R,6,1,999,999,999,73,1,1991,34,5,105,61,J,0,995,0
18268,22,69,1-22-2020-069-06,L,6,2,999,999,999,72,1,2015,34,5,40,10,J,0,995,0
18269,21,82,1-21-2020-082-04,F,4,1,999,999,999,32,0,2020,4,1,113,50,D,0,995,0
18269,21,82,1-21-2020-082-04,B,4,2,999,999,999,32,8,2008,6,1,113,53,D,8,887,6
18270,21,83,1-21-2020-083-02,F,2,1,999,999,999,24,0,2018,20,4,105,51,D,0,995,0
18270,21,83,1-21-2020-083-02,B,2,2,999,999,999,25,0,2020,5,1,105,53,D,0,995,0
18271,21,84,1-21-2020-084-01,9,1,1,999,999,999,87,0,2019,90,9,89,17,L,0,995,0
18271,21,84,1-21-2020-084-01,F,1,2,999,999,999,86,0,1998,14,3,89,66,L,1,0,3
18272,21,85,1-21-2020-085-06,R,6,1,999,999,999,7,1,2012,4,1,105,1,B,0,995,0
18273,23,33,1-23-2020-033-02,F,2,1,999,999,999,69,0,2007,21,4,72,17,J,0,995,0
18273,23,33,1-23-2020-033-02,R,2,2,999,999,999,68,0,2018,4,1,72,63,J,9,998,8
18274,22,67,1-22-2020-067-07,L,7,1,999,999,999,78,0,1977,99,10,105,16,K,0,995,0
18274,22,67,1-22-2020-067-07,F,7,2,999,999,999,79,0,2014,4,1,105,65,K,0,995,0
18275,20,48,1-20-2020-048-02,F,2,1,-61,11,62,52,1,2016,2,1,89,10,G,2,0,2
18275,20,48,1-20-2020-048-02,F,2,2,-53,0,53,52,0,2005,4,1,89,54,G,0,0,2
18276,20,49,1-20-2020-049-05,F,5,1,-73,0,73,3,1,2015,4,1,89,87,A,1,0,2
18277,30,79,1-30-2020-079-07,R,7,1,999,999,999,4,1,2012,4,1,105,13,A,0,995,0
18278,30,80,1-30-2020-080-04,F,4,1,999,999,999,50,1,2014,34,5,64,10,G,9,998,8
18278,30,80,1-30-2020-080-04,F,4,2,999,999,999,51,0,2011,4,1,64,62,G,0,995,0
18278,30,80,1-30-2020-080-04,L,4,3,999,999,999,98,0,2016,20,4,64,62,M,0,995,0
18279,30,81,1-30-2020-081-03,F,3,1,-33,0,33,20,0,2017,4,1,56,50,D,0,995,0
18279,30,81,1-30-2020-081-03,B,3,2,33,-6,33,21,0,2019,4,1,56,53,D,0,0,2
18281,24,97,1-24-2020-097-07,F,7,1,999,999,999,88,0,2012,14,3,0,17,L,0,995,0
18281,24,97,1-24-2020-097-07,L,7,2,999,999,999,89,0,2001,4,1,0,66,L,0,995,0
18282,52,109,1-52-2020-109-06,F,6,1,999,999,999,24,0,2013,20,4,56,51,D,0,995,0
18282,52,109,1-52-2020-109-06,B,6,2,999,999,999,25,0,9999,9,1,56,53,D,0,995,0
18283,15,64,1-15-2020-064-10,F,10,1,999,999,999,24,0,1994,4,1,48,51,D,9,998,8
18283,15,64,1-15-2020-064-10,B,10,2,999,999,999,25,1,2015,5,1,48,53,D,9,998,8
18287,26,102,1-26-2020-102-01,R,1,1,-11,-63,64,66,1,2002,4,1,89,13,I,2,0,4
18287,26,102,1-26-2020-102-01,F,1,2,-43,8,44,66,0,2012,14,3,89,62,I,0,995,0
18289,77,63,1-77-2020-063-09,R,9,1,-4,-7,8,68,0,2008,34,5,40,15,J,0,995,0
18289,77,63,1-77-2020-063-09,F,9,2,-13,0,13,69,0,2003,2,1,40,62,J,0,995,0
18290,77,64,1-77-2020-064-02,F,2,1,999,999,999,79,0,2016,4,1,72,65,K,0,0,2
18290,77,64,1-77-2020-064-02,L,2,2,999,999,999,78,0,2018,5,1,72,16,K,0,995,0
18292,10,104,1-10-2020-104-02,F,2,1,-14,0,14,3,1,2019,14,3,40,87,A,0,995,0
18293,10,105,1-10-2020-105-03,R,3,1,999,999,999,68,0,2018,4,1,56,15,J,0,995,0
18293,10,105,1-10-2020-105-03,F,3,2,999,999,999,69,0,2019,14,3,56,62,J,0,995,0
18294,10,106,1-10-2020-106-03,L,3,1,999,999,999,79,0,2016,4,1,64,65,K,0,995,0
18294,10,106,1-10-2020-106-03,F,3,2,999,999,999,78,0,2016,4,1,40,16,K,0,995,0
18296,14,49,1-14-2020-049-07,F,7,1,999,999,999,20,0,2011,34,5,89,50,D,0,995,0
18296,14,49,1-14-2020-049-07,B,7,2,999,999,999,21,0,2015,5,1,89,53,D,0,995,0
18297,14,50,1-14-2020-050-04,F,4,1,-6,2,6,82,0,2018,6,1,97,15,K,0,995,0
18297,14,50,1-14-2020-050-04,R,4,2,-3,-4,5,83,0,2016,14,3,97,67,K,0,995,0
18299,17,85,1-17-2020-085-07,F,7,1,999,999,999,6,1,2012,34,5,48,12,B,0,995,0
18300,17,86,1-17-2020-086-02,F,2,1,-11,2,11,24,0,2019,4,1,72,51,D,0,186,2
18300,17,86,1-17-2020-086-02,B,2,2,11,-2,11,25,0,2005,4,1,72,53,D,0,995,0
18301,10,103,1-10-2020-103-09,R,9,1,-29,-25,38,87,1,2003,4,1,48,17,L,0,995,0
18301,10,103,1-10-2020-103-09,F,9,2,-20,24,32,86,0,2002,4,1,48,66,L,0,995,0
18302,24,98,1-24-2020-098-06,F,6,1,-29,-5,29,88,0,2013,14,3,80,17,L,1,995,0
18302,24,98,1-24-2020-098-06,L,6,2,8,45,45,89,0,2010,4,1,80,66,L,1,0,2
18303,24,99,1-24-2020-099-02,F,2,1,-15,9,17,69,0,2018,14,3,64,62,J,1,0,2
18303,24,99,1-24-2020-099-02,R,2,2,-16,-13,21,68,0,2019,14,3,64,15,J,0,995,0
18304,24,100,1-24-2020-100-02,T,2,1,999,999,999,2,1,2017,4,1,80,5,A,0,995,0
18305,24,101,1-24-2020-101-06,F,6,1,-19,0,19,3,1,2013,4,1,64,66,A,0,995,0
18306,11,48,1-11-2020-048-09,F,9,1,999,999,999,8,1,2008,4,1,56,87,B,0,995,0
18307,11,49,1-11-2020-049-07,9,7,1,999,999,999,48,1,2001,15,3,72,50,F,0,995,0
18307,11,49,1-11-2020-049-07,L,7,2,999,999,999,48,0,2013,4,1,72,53,F,0,995,0
18308,52,110,1-52-2020-110-03,L,3,1,-4,12,12,82,0,2017,4,1,40,15,K,0,995,0
18308,52,110,1-52-2020-110-03,F,3,2,-7,-3,8,83,0,2017,14,3,40,67,K,0,995,0
18309,52,111,1-52-2020-111-09,F,9,1,-13,7,14,86,0,2003,4,1,56,17,L,0,995,0
18309,52,111,1-52-2020-111-09,R,9,2,-7,-12,14,87,0,1999,14,3,56,68,L,0,995,0
18310,52,112,1-52-2020-112-09,F,9,1,-39,0,39,24,0,2007,14,3,56,51,D,0,998,8
18310,52,112,1-52-2020-112-09,B,9,2,30,0,30,25,0,2005,34,5,56,53,D,0,995,0
18311,52,113,1-52-2020-113-03,F,3,1,999,999,999,74,0,2016,15,3,56,15,J,0,995,0
18311,52,113,1-52-2020-113-03,F,3,2,999,999,999,74,0,2002,4,1,56,62,J,0,995,0
18312,28,50,1-28-2020-050-06,F,6,1,-13,0,13,1,1,2012,4,1,89,13,A,0,995,0
18313,28,51,1-28-2020-051-07,F,7,1,999,999,999,7,1,2015,4,1,113,6,B,0,995,0
18314,16,78,1-16-2020-078-07,F,7,1,999,999,999,82,0,2014,4,1,40,15,K,0,995,0
18314,16,78,1-16-2020-078-07,R,7,2,999,999,999,83,0,2016,67,8,40,67,K,0,995,0
18315,16,79,1-16-2020-079-07,F,7,1,999,999,999,68,0,2012,14,3,40,15,J,0,995,0
18315,16,79,1-16-2020-079-07,L,7,2,999,999,999,69,0,2009,5,1,40,62,J,0,995,0
18316,16,80,1-16-2020-080-10,F,10,1,-21,0,21,1,1,2010,14,3,56,13,A,0,995,0
18316,16,80,1-16-2020-080-10,B,10,2,999,999,999,99,99,2007,14,3,999,99,N,9,999,8
18317,16,81,1-16-2020-081-04,F,4,1,999,999,999,47,1,2020,4,1,999,10,F,0,995,0
18317,16,81,1-16-2020-081-04,R,4,2,999,999,999,45,0,2017,6,1,999,61,F,0,995,0
18318,27,52,1-27-2020-052-01,F,1,1,999,999,999,28,0,2015,4,1,56,52,D,2,0,2
18318,27,52,1-27-2020-052-01,B,1,2,27,0,27,31,0,2018,14,3,56,53,D,1,0,2
18318,27,52,1-27-2020-052-01,F,1,3,999,999,999,98,0,2001,4,1,56,62,M,1,0,2
18319,27,53,1-27-2020-053-04,L,4,1,-4,8,9,89,0,2018,4,1,56,66,L,0,995,0
18319,27,53,1-27-2020-053-04,F,4,2,-4,-2,5,88,0,2019,34,5,48,17,L,0,995,0
18320,66,49,1-66-2020-049-09,R,9,1,999,999,999,87,0,2009,50,7,56,17,L,9,998,8
18320,66,49,1-66-2020-049-09,F,9,2,999,999,999,86,0,1993,4,1,56,66,L,9,998,8
18321,66,50,1-66-2020-050-08,F,8,1,999,999,999,69,0,2002,34,5,72,62,J,0,995,0
18321,66,50,1-66-2020-050-08,F,8,2,999,999,999,68,0,2000,14,3,89,15,J,0,995,0
18322,25,68,1-25-2020-068-09,F,9,1,999,999,999,1,1,2007,4,1,80,13,A,0,995,0
18323,25,69,1-25-2020-069-05,F,5,1,999,999,999,6,1,2011,14,3,80,12,B,0,0,2
18324,25,70,1-25-2020-070-03,L,3,1,999,999,999,99,99,2001,14,3,999,99,N,9,999,8
18324,25,70,1-25-2020-070-03,L,3,2,999,999,999,99,99,2017,14,3,999,99,N,9,999,8
18324,25,70,1-25-2020-070-03,R,3,3,999,999,999,1,1,2020,14,3,40,13,A,0,995,0
18325,73,53,1-73-2020-053-07,B,7,1,999,999,999,29,0,2012,4,1,56,53,D,0,995,0
18325,73,53,1-73-2020-053-07,F,7,2,999,999,999,28,0,2014,1,1,56,52,D,0,995,0
18326,73,54,1-73-2020-054-03,9,3,1,999,999,999,75,0,2016,34,5,999,15,J,0,995,0
18326,73,54,1-73-2020-054-03,F,3,2,-16,0,16,75,1,2019,14,3,999,62,J,0,995,0
18327,32,99,1-32-2020-099-03,F,3,1,999,999,999,64,1,2020,34,5,48,10,I,0,995,0
18327,32,99,1-32-2020-099-03,L,3,2,999,999,999,65,0,2008,34,5,48,62,I,0,995,0
18328,32,100,1-32-2020-100-07,F,7,1,-16,-3,16,98,1,2006,4,1,56,61,M,0,995,0
18328,32,100,1-32-2020-100-07,L,7,2,4,11,12,98,1,2011,14,3,56,21,M,0,995,0
18329,32,101,1-32-2020-101-03,L,3,1,999,999,999,48,1,2007,64,8,113,10,F,0,995,0
18329,32,101,1-32-2020-101-03,R,3,2,999,999,999,48,0,2016,14,3,113,61,F,0,995,0
18330,32,102,1-32-2020-102-08,T,8,1,999,999,999,2,1,2010,4,1,64,6,A,3,0,2
18331,59,36,1-59-2020-036-08,F,8,1,999,999,999,20,0,2007,3,1,64,50,D,0,995,0
18331,59,36,1-59-2020-036-08,B,8,2,999,999,999,21,0,2004,34,5,64,53,D,0,995,0
18332,12,56,1-12-2020-056-05,F,5,1,999,999,999,2,1,2013,4,1,72,13,A,0,995,0
18333,12,57,1-12-2020-057-05,F,5,1,-25,-4,25,28,0,2008,4,1,40,52,D,0,995,0
18333,12,57,1-12-2020-057-05,B,5,2,20,0,20,29,0,2014,4,1,40,53,D,0,995,0
18334,13,67,1-13-2020-067-03,R,3,1,-18,-21,27,68,0,2004,34,5,72,15,J,0,995,0
18334,13,67,1-13-2020-067-03,F,3,2,-25,14,28,69,0,2019,14,3,72,62,J,0,995,0
18335,13,68,1-13-2020-068-03,F,3,1,999,999,999,20,1,2017,15,3,64,50,D,9,998,8
18335,13,68,1-13-2020-068-03,B,3,2,999,999,999,21,0,2016,34,5,64,53,D,0,995,0
18335,13,68,1-13-2020-068-03,B,3,3,999,999,999,98,0,2007,14,3,64,53,M,0,995,0
18335,13,68,1-13-2020-068-03,B,3,4,999,999,999,98,0,2014,34,5,64,60,M,0,995,0
18335,13,68,1-13-2020-068-03,B,3,5,999,999,999,98,0,2020,80,9,64,60,M,9,998,8
18336,13,69,1-13-2020-069-02,R,2,1,999,999,999,46,1,2013,34,5,64,11,F,0,995,0
18336,13,69,1-13-2020-069-02,L,2,2,999,999,999,45,0,2016,15,3,64,60,F,0,995,0
18337,33,63,1-33-2020-063-08,F,8,1,-30,5,30,50,1,2008,5,1,40,10,G,2,0,2
18337,33,63,1-33-2020-063-08,F,8,2,-19,7,20,51,0,2006,14,3,40,62,G,0,995,0
18338,19,100,1-19-2020-100-09,B,9,1,999,999,999,99,99,2005,14,3,999,99,N,9,999,8
18338,19,100,1-19-2020-100-09,F,9,2,-23,0,23,98,1,2000,4,1,113,13,M,0,995,0
18339,19,101,1-19-2020-101-09,F,9,1,-14,2,14,69,0,2007,14,3,64,62,J,0,995,0
18339,19,101,1-19-2020-101-09,R,9,2,-8,-14,16,68,0,2008,4,1,64,15,J,0,995,0
18340,19,102,1-19-2020-102-07,F,7,1,-15,0,15,20,0,2011,4,1,72,50,D,0,995,0
18340,19,102,1-19-2020-102-07,B,7,2,15,0,15,21,0,2016,14,3,72,53,D,0,995,0
18341,19,103,1-19-2020-103-04,F,4,1,-13,2,13,98,0,2017,6,1,72,15,M,0,995,0
18341,19,103,1-19-2020-103-04,B,4,2,9,3,10,98,0,2015,21,4,72,70,M,0,995,0
18342,76,50,1-76-2020-050-07,F,7,1,999,999,999,13,0,2014,14,3,89,87,C,9,998,8
18343,76,51,1-76-2020-051-08,F,8,1,-28,5,29,3,1,2005,14,3,89,87,A,0,995,0
18344,26,103,1-26-2020-103-08,9,8,1,999,999,999,11,1,1999,14,3,40,13,C,0,235,2
18344,26,103,1-26-2020-103-08,B,8,2,999,999,999,99,99,2004,4,1,999,99,N,9,999,8
18346,26,105,1-26-2020-105-02,L,2,1,-9,10,13,82,0,2020,14,3,64,15,K,0,995,0
18346,26,105,1-26-2020-105-02,F,2,2,-15,-3,15,83,0,2014,4,1,64,72,K,0,995,0
18348,18,48,1-18-2020-048-03,F,3,1,999,999,999,20,0,2016,4,1,72,50,D,0,995,0
18348,18,48,1-18-2020-048-03,B,3,2,999,999,999,21,0,2006,66,8,72,53,D,0,995,0
18349,18,49,1-18-2020-049-04,F,4,1,999,999,999,13,0,2019,15,3,105,87,C,0,995,0
18350,15,65,1-15-2020-065-03,F,3,1,-12,0,12,14,0,2019,4,1,48,14,C,2,13,2
18351,15,66,1-15-2020-066-02,R,2,1,999,999,999,1,1,2017,4,1,48,13,A,1,0,2
18351,15,66,1-15-2020-066-02,L,2,2,999,999,999,99,99,2007,63,8,999,99,N,9,999,8
18352,15,67,1-15-2020-067-07,F,7,1,999,999,999,28,0,2013,4,1,89,52,D,9,998,8
18352,15,67,1-15-2020-067-07,B,7,2,999,999,999,29,0,2020,34,5,89,53,D,9,998,8
18353,29,102,1-29-2020-102-06,L,6,1,-8,9,12,89,0,2015,4,1,56,17,L,9,998,8
18353,29,102,1-29-2020-102-06,F,6,2,-8,-6,10,88,0,2012,5,1,56,66,L,9,998,8
18354,29,103,1-29-2020-103-04,F,4,1,999,999,999,11,1,2019,14,3,48,12,C,0,995,0
18354,29,103,1-29-2020-103-04,R,4,2,999,999,999,99,99,2013,4,1,999,99,N,9,999,8
18355,29,104,1-29-2020-104-03,R,3,1,-8,-10,13,87,0,2004,34,5,40,17,L,9,998,8
18355,29,104,1-29-2020-104-03,F,3,2,-16,13,21,86,0,2016,4,1,40,66,L,9,998,8
18357,26,107,1-26-2020-107-09,L,9,1,999,999,999,2,1,2005,4,1,105,13,A,0,995,0
18358,21,86,1-21-2020-086-01,T,1,1,999,999,999,2,1,2005,4,1,113,12,A,2,0,2
18359,21,87,1-21-2020-087-02,L,2,1,999,999,999,6,1,2020,15,3,89,12,B,9,998,8
18360,21,88,1-21-2020-088-09,R,9,1,-6,-16,18,2,1,2002,2,1,105,6,A,0,995,0
18361,21,89,1-21-2020-089-04,F,4,1,-18,7,19,98,1,2018,4,1,64,13,M,0,995,0
18363,22,70,1-22-2020-070-01,F,1,1,-25,14,29,2,1,2006,34,5,89,13,A,1,248,3
18364,22,71,1-22-2020-071-08,T,8,1,999,999,999,1,1,2008,34,5,89,13,A,1,288,2
18365,22,72,1-22-2020-072-05,F,5,1,-45,0,45,1,1,2011,34,5,105,8,A,0,995,0
18369,30,84,1-30-2020-084-03,L,3,1,-4,22,22,82,0,2013,14,3,0,15,K,0,995,0
18369,30,84,1-30-2020-084-03,F,3,2,-30,0,30,83,0,2018,4,1,72,67,K,0,995,0
18370,20,50,1-20-2020-050-02,L,2,1,-3,6,6,89,0,2017,14,3,72,17,L,0,995,0
18370,20,50,1-20-2020-050-02,F,2,2,-8,-6,10,88,0,2006,4,1,72,66,L,0,995,0
18371,20,51,1-20-2020-051-05,R,5,1,999,999,999,7,1,2013,14,3,48,6,B,0,995,0
18372,30,85,1-30-2020-085-06,R,6,1,-3,-7,8,68,0,2015,14,3,64,15,J,0,995,0
18372,30,85,1-30-2020-085-06,F,6,2,-8,-5,10,69,0,2003,1,1,64,62,J,0,995,0
18373,26,108,1-26-2020-108-05,F,5,1,999,999,999,7,1,2012,2,1,64,12,B,9,998,8
18375,29,106,1-29-2020-106-09,B,9,1,999,999,999,2,1,2009,4,1,105,13,A,0,995,0
18378,30,86,1-30-2020-086-07,R,7,1,999,999,999,68,0,2013,4,1,72,15,J,0,995,0
18378,30,86,1-30-2020-086-07,F,7,2,999,999,999,69,0,2005,1,1,72,62,J,0,995,0
18379,54,22,1-54-2020-022-04,F,4,1,-23,-4,23,28,0,2018,34,5,72,52,D,0,995,0
18379,54,22,1-54-2020-022-04,B,4,2,22,0,22,30,0,2012,34,5,72,53,D,0,995,0
18385,14,51,1-14-2020-051-03,T,3,1,999,999,999,1,1,2016,4,1,56,13,A,0,0,2
